@relation afad_deprem_listesi_-_Kopya_-_TR_2

@attribute Enlem numeric
@attribute Boylam numeric
@attribute Derinlik numeric
@attribute Büyüklük numeric

@data
39.765,40.4973,6.99,1.9
37.4743,33.0606,7,2.5
38.5988,39.583,7.01,2
38.719,43.0565,6.99,1.8
39.8988,33.0256,7.13,1.4
40.183,34.1245,8.61,1.3
39.3123,33.6681,7,1
39.278,41.0045,7.02,1.9
40.6181,29.1488,10.11,1.3
40.7033,42.6881,7.18,1.6
38.4718,39.009,7,1.7
36.6743,27.418,7.01,1.3
38.468,39.0491,14.75,2.9
39.5416,28.9675,6.97,1.8
37.3888,35.3008,7.06,2
39.0123,30.1925,6.95,1.7
38.3741,38.1765,7,2.4
39.8918,39.7225,6.98,1.8
37.135,28.6413,7,1.6
37.7711,28.9096,7.35,2.8
37.8625,27.0465,7.02,1.6
38.7178,43.112,7.01,1.9
37.774,32.3178,6.84,1.1
36.6893,27.5433,9.09,1.2
40.9823,31.4946,5.47,1.3
39.6553,40.4963,6.93,1.4
40.383,36.43,13.51,1.7
38.1636,39.1751,19.41,1.9
39.9236,39.152,6.96,2
37.1023,28.8556,7.02,1.7
37.8801,27.23,13.88,2
39.2185,28.2898,7.03,1.6
39.8858,39.1266,7.01,1.5
38.3583,38.7778,7,1.3
40.1823,34.15,12.21,1.5
36.6685,27.4505,4.47,1.2
39.6083,39.7575,17.98,1.2
37.0638,28.4601,7,1.2
38.9148,43.5525,13.78,2.8
40.7516,32.8776,5.6,2.3
40.2348,27.0405,11.94,2.4
38.2516,30.7043,7.07,1.7
40.7455,27.3221,9.71,1.7
38.9105,35.5921,11.72,1.7
40.1846,34.1333,9.27,1.5
39.7706,29.4943,7.32,1.9
40.1965,34.1273,9.08,2
37.8403,29.2328,7,1.5
40.1961,34.1251,9.62,1.4
40.206,34.1255,9.53,1.6
38.2941,38.906,7.07,1.6
38.1083,35.797,4.78,2.6
38.8488,28.1685,7.01,1.7
38.4611,31.774,7,0.6
37.1865,37.4581,7.03,1.7
40.2118,27.0661,7.02,1.8
39.777,35.1376,7.06,1.6
38.478,31.8073,7,1.5
36.9778,27.7803,7,1.6
38.5756,26.7491,7,1.3
37.8078,29.6313,7,1.4
37.235,30.624,7.03,2.2
37.8588,26.9715,7,1.3
37.1948,28.374,19.33,2
36.9188,27.672,7,1.3
37.6418,29.3563,6.95,1.2
36.9981,29.095,7.01,2.8
39.0146,27.955,7,1.1
39.0053,28.6451,10.09,1.1
37.9548,27.1143,7,1.4
39.5481,26.1166,11.26,1.5
39.016,40.4546,7.01,2.4
38.6546,26.4723,10.95,2.7
39.0621,40.469,6.98,2.8
37.828,26.9873,7,1.4
39.005,40.4595,6.87,2.5
36.9033,27.7351,7,1
39.3886,28.185,7,1
39.1465,29.0446,6.09,2.5
38.7026,43.2838,7,1.5
40.9858,33.3241,6.99,1.9
36.2191,36.0615,7.09,2.5
39.9265,39.5378,14.51,2.6
39.0925,36.048,7.05,1.5
39.0096,32.83,6.93,1.4
37.0795,27.9421,6.97,1.8
38.831,31.5338,7,1.7
39.737,34.7248,7,1
39.6838,30.669,7,1.4
37.9426,34.723,4.02,1.5
39.9285,39.5475,6.95,2.1
39.6293,29.4048,7.2,1.3
39.099,27.5341,7,1.4
36.4803,30.3143,7.08,2.4
37.4436,38.4911,7,1.4
41.0965,33.8423,7,1.7
41.0963,33.8431,5.19,2.5
37.876,27.2173,12.38,2.1
38.0241,37.6446,6.99,1.7
