@relation afad_deprem_listesi_-_Kopya_-_TR_2

@attribute Enlem numeric
@attribute Boylam numeric
@attribute Derinlik numeric
@attribute Büyüklük numeric

@data
37.2313,37.376,6.54,1.6
40.1221,33.2345,7,1.3
38.2426,38.6118,7.48,1.5
38.2536,38.7588,7,1.1
38.2356,38.785,7,1.1
41.0926,35.6748,26.34,1.4
38.2545,38.7981,7,1
38.2485,38.8101,7,1.7
38.2513,38.8005,7,1.8
38.972,27.8731,7,2
38.2381,38.8016,7,1.9
38.2311,38.797,7,1.4
38.2395,38.8041,7,1.4
38.2511,38.8033,7,1.2
40.502,40.918,7,1
38.2391,38.7846,7,1.3
39.9716,33.1543,7,1
37.0518,37.2478,6.98,2
38.253,38.832,7,2
38.256,38.7988,7,1.6
38.2756,38.7963,7,2.1
39.6426,30.0643,7,1.2
39.889,28.7366,7.62,2
38.266,38.8263,7,2.2
39.237,27.4545,7.21,1.3
38.2423,38.8025,7,1.6
39.1355,27.7343,7,1.2
38.249,38.802,7,1.8
38.2431,38.7981,7,1.2
38.236,38.7913,7,2.9
38.2626,38.8156,7,2.8
38.2458,38.7913,6.93,4.7
39.9403,28.7163,7,1.5
39.4775,38.089,1.63,1.5
37.8725,32.1198,7,2.1
37.93,32.143,25.6,2.6
41.163,41.8498,12.45,1.8
37.6081,29.2071,7,1.1
38.0836,33.105,7.06,1.6
39.0235,27.5955,7,1.3
38.5573,39.5005,7.01,2.3
37.872,32.085,7.03,2
39.6598,27.6545,17.06,1.9
38.2861,38.754,6.99,1.2
37.0223,28.197,6.99,1.6
37.375,43.9846,7.61,1.3
38.0433,43.0041,6.99,2
39.4648,33.0788,9.37,1.1
38.3033,35.7806,4.7,1.7
38.1048,27.0961,7,1.2
38.0093,29.072,11.98,1.2
39.6933,41.1791,3.91,2
39.9341,40.8676,7.01,1.6
39.905,40.8255,6.93,2.1
36.9486,27.994,7.01,1.4
37.8795,27.0133,7,1.4
37.2901,36.9558,7,1.4
37.2911,36.9661,7.01,2.7
38.8665,31.0763,7.26,2.4
39.6128,28.9993,7,1.3
38.7261,27.8131,7.3,2.1
37.3888,35.0523,7,2.2
39.4743,33.015,10.37,1.6
40.8733,41.885,6.72,1.3
37.082,38.576,7.15,2.1
38.2771,38.8575,7.01,1.9
37.3771,35.0366,7.03,3.8
38.2015,39.0371,7,1.8
38.2228,39.0586,9.87,2.3
39.088,28.3336,6.58,2.6
37.0301,36.4118,7.16,1.7
39.0758,28.3313,6.99,1.5
38.2578,38.7853,7.02,1.9
40.1283,33.8513,7,1.2
37.1393,28.4988,7,1.4
37.1471,28.4721,7,1.3
36.2761,35.9238,6.97,1.4
39.9096,34.3183,7,1.1
39.7456,39.5178,11.83,1.6
37.8981,26.9446,7,1.7
37.8553,32.1025,7.01,1.8
39.4841,33.114,5.69,1
38.3841,44.3085,7,1.7
39.1291,29.462,14.46,1.1
38.64,39.6636,7,1.1
36.511,31.284,32.75,1.8
38.3215,30.993,7,1.1
36.2468,35.8516,7,1.6
38.39,39.0973,14.39,1.6
37.1021,28.4496,6.99,2.2
37.075,28.24,7,1
38.3306,39.2205,5.38,1.3
37.1125,28.3961,23.04,2.1
37.106,28.4858,7,2.1
37.1203,28.503,7,2.2
37.0971,28.4911,6.95,2.6
37.1018,28.4933,6.97,2.3
40.4638,29.1931,9.86,2
38.4295,41.9105,12.64,2.7
38.7121,31.6228,7,1.3
39.2921,39.8501,7.04,1.4
37.8568,32.0931,7,1.4
36.602,36.4603,8.16,2.6
38.643,39.8746,6.46,1.5
40.1666,40.9575,7,1.7
37.9106,30.6115,7,1.5
37.8441,32.0963,7,2.2
38.2646,38.7775,7.1,1.9
37.1023,30.3905,7,2
37.3823,35.0521,7.08,2.3
37.8923,32.1143,7,1.6
40.672,33.5491,6.93,2.4
37.8623,32.116,7,2.4
38.5363,39.5233,7,1.8
38.4811,41.8343,6.97,1.8
38.2601,38.7251,7,1.6
37.8478,32.093,7,1
37.8403,32.1005,7,1.1
40.6588,30.473,7,1.8
38.2586,38.7733,7,2.4
38.2588,38.771,7,2.9
37.8775,32.106,7,1.6
38.2336,28.1743,7,2.6
37.8226,32.0793,7,1.7
38.3698,39.1286,7.16,2
41.0438,32.1181,7,1
39.518,31.6391,6.98,1.5
38.507,39.4425,7,1.2
38.528,39.4391,6.99,2.3
40.3208,38.9501,7,1.1
37.8691,32.0878,7,1.6
38.332,30.94,7,1.2
39.9488,35.3331,7.05,1
37.013,35.5505,7,1.2
36.9198,29.1903,7,1.3
39.629,42.658,7,1.1
37.9003,27.0255,7,1.3
40.005,27.8791,11.18,1
37.8041,32.076,7,1.2
39.8715,26.4718,7,1.1
37.6978,34.6708,7,1.2
39.0518,27.5538,6.95,1.6
37.3743,35.0336,6.96,1.5
37.1033,30.0776,7.01,1.7
37.3795,35.022,7,1.5
37.4028,35.0301,7,1.3
37.4766,35.007,7,1.2
37.8635,32.0925,17.53,2.5
37.372,35.0211,6.98,1.5
37.3871,35.0176,7,1.3
37.3298,35.0075,7,1.8
37.378,35.0471,7,1.9
37.359,35.0176,7,2.4
37.3966,35.0528,7.01,2.4
37.3726,35.0226,7,1.6
37.3508,35.027,23.44,3.1
37.3551,35.0466,25.46,3.3
37.91,27.0825,6.98,2.2
38.955,27.8965,5.8,1.9
37.8326,32.1018,7,1.4
37.229,37.293,6.9,1.3
37.8895,32.1203,7,2.2
37.8781,29.5481,7,1.1
37.855,32.1023,6.99,1.5
37.8408,32.1056,7,1.2
37.22,36.4278,7.02,1.6
37.8703,32.1118,7,1.6
37.8693,32.0975,7,1.1
37.9741,32.1505,7,1.1
37.8853,32.1045,11.26,3.9
37.7936,27.5478,7,1.3
37.9101,37.6438,7.03,1.9
37.8685,32.0496,7.03,1.3
37.8783,32.0636,7.04,1.4
37.8556,32.0833,6.99,1.7
37.8321,32.0765,7,0.7
37.0311,28.295,7,1.1
37.8066,32.0996,7,1.3
37.8635,32.1166,7.01,2
37.8246,32.099,7,1.4
37.8541,32.0711,7,1.1
37.8436,32.0446,6.99,1.4
37.8423,32.1025,7,1
37.8656,32.1106,7.01,1.5
37.915,32.1103,7,1
37.8425,32.099,7,1.4
37.8921,32.1363,7,1.5
37.8328,32.0735,7,1.3
37.854,32.1165,7,1.3
38.6976,30.593,7,2.1
37.8688,32.0933,7,1.6
37.8611,32.1028,7,2.8
38.7046,30.5883,6.99,3.1
37.8318,32.1065,7,1.3
37.3501,28.3125,7,1.5
38.8491,31.4518,7,1.4
37.7255,32.0083,7,1.1
39.4443,27.9321,7,1
37.8335,32.1051,7,0.7
37.8615,32.0981,7.01,1.3
37.8606,32.0936,7,1.3
37.879,32.1156,7.02,1.4
40.4775,29.2008,9.9,1.3
37.8585,32.0921,7,1.6
37.87,32.0971,7.01,1.3
37.8471,32.112,7,1.1
37.8096,32.0773,7,1.2
37.8633,32.105,7.39,1.4
37.8711,32.0635,7,1.7
37.842,32.11,7,2.5
37.8403,32.1071,6.99,2.8
37.8618,32.1165,6.82,5.1
37.0585,28.3725,7.02,1.4
39.776,26.3013,7,1.2
39.6091,42.4145,6.93,1.8
39.787,42.6473,4.66,1.7
37.0746,28.8475,7,1.3
38.2948,38.7931,7,1.6
40.7306,42.1031,6.92,1.9
39.2285,27.677,6.96,1.4
38.4753,29.1345,7,1
38.9683,42.0198,7.02,3
37.1826,37.4686,7.03,1.8
39.25,27.69,19.18,1.3
39.0823,27.8198,6.97,1.7
37.4693,27.9616,7,1.3
38.965,42.0118,7,1.9
38.9583,41.9948,6.99,2.5
38.4218,39.221,8.29,2.7
40.179,31.9041,7.3,1.6
37.4811,30.4358,7.05,1.2
37.069,27.8525,7,1.2
39.1403,37.77,7,1.7
37.8285,29.233,7,1.8
38.4658,43.009,7,1.4
38.3495,38.7403,7,2
37.4655,35.8958,21.28,2
38.8461,27.7536,12.31,2.9
39.8853,34.2705,7.3,1.5
39.1091,27.938,7,1.2
40.1,27.7566,7,1.4
38.2931,32.2248,7,1.2
39.3783,33.4446,7,1.2
39.5706,28.4636,32.79,1.5
39.4493,28.2273,7.02,2.1
39.4353,28.2231,7,3.2
39.5431,33.1586,6.14,1.4
38.406,38.9388,13.49,1.8
41.065,34.879,7.01,1.4
41.1081,34.9693,6.99,1.2
41.0716,42.4568,7,1.6
39.434,38.59,6.99,1.4
40.6485,30.4941,7,2
38.2685,27.1968,5.43,2.4
38.2738,38.785,7,2.5
39.7978,41.8216,7,2
38.0938,42.1501,7,1.8
37.8546,30.6641,6.19,2.8
38.5756,40.9178,7.02,1.7
37.886,27.5836,7,1.7
37.8823,27.5733,7,1.9
38.908,43.4721,7.21,1.8
37.0458,31.888,4.46,2.4
39.343,38.2706,6.98,1.5
39.6661,44.0408,6.77,1.9
40.6486,30.4818,6.98,2.5
39.9411,34.5565,7.62,1
39.451,34.6888,7.01,1.4
39.3286,33.6808,7,1.1
37.0568,31.8905,7,2
38.0521,42.6415,7.23,2.3
37.1071,27.8091,7,1.4
36.613,29.7585,7,1
36.489,33.4808,7,1.4
39.6385,28.5066,7.64,2.8
39.256,27.6695,7.04,2.1
37.2328,37.1121,7,1.8
37.0845,27.9643,7,1.3
40.9588,33.0055,7,1.6
40.992,31.4943,6.67,1.7
38.7686,36.9043,7.14,1.3
37.5953,36.6941,7,2
37.9951,33.0495,7,1
40.7413,32.8953,6.62,2
40.7556,32.881,10.1,2.9
39.387,31.5426,7.4,1.5
37.05,28.2046,7,1.3
37.8531,26.9503,7,1.2
39.449,28.2165,5.87,1.7
39.451,28.2231,10.45,2.6
39.4278,37.2566,7.61,1.8
38.4708,39.3151,7,1.5
38.5485,31.5468,7,0.8
40.2111,33.4026,14.2,1.6
40.8653,31.6913,7.03,0.9
39.471,35.2051,7.09,1
39.9301,43.284,7,0.7
37.8161,36.1391,10.8,1.5
39.9045,43.1913,7,1
38.0163,43.0283,11.49,3.1
38.665,43.1453,7,1.4
38.3228,38.6731,7.01,1.4
40.4338,35.7233,6.96,1
36.9565,27.9776,6.96,1.3
39.8211,40.4976,7,1.5
38.6236,43.8413,7.04,1.1
37.831,36.1328,13.27,3
36.4476,29.2061,22.14,0.9
37.9361,28.8391,7,1.2
39.4695,28.218,7.01,1
38.4953,42.9451,7,1.3
40.432,35.6096,6.98,1.2
37.9426,38.0691,7,1.2
37.2105,30.9305,110.22,1.7
38.978,42.045,7,2.1
39.7365,43.9261,7.4,1.5
38.5391,39.042,18.36,1.3
37.8548,27.0428,7,1.5
40.8415,33.7391,7,1
39.455,28.2145,10.26,2.7
38.511,39.1355,7,1.3
38.516,39.1558,13.07,2.3
37.9145,27.1705,7,1.3
38.2091,28.721,7,1
37.4328,29.3971,7,1.2
37.8258,36.115,7,1.1
37.9576,27.1353,7,1.1
38.7243,39.3386,17.41,1.6
37.8891,26.9911,7.01,1.3
39.4378,28.2205,7.02,1.6
40.1978,33.619,7,0.8
38.6611,30.8145,7,1.3
39.4443,28.2271,10.16,2.4
37.9503,27.2295,7,1.3
38.5163,39.4275,7,1.4
39.4506,28.1951,7,1.1
40.2541,33.5378,7,1.2
38.5693,39.5331,7,1.4
39.431,28.2281,7,1.2
39.4456,28.2181,7.01,1.9
39.4451,28.2196,7.01,2.6
39.4423,28.2221,6.97,2.4
39.4463,28.2291,7,3.4
39.4491,28.2291,15.17,3.5
37.9705,27.1853,7,1.1
38.1288,28.9803,7,1.1
37.314,37.0931,4.64,1.4
37.1705,27.8206,7,1.3
37.1673,37.4913,7.06,1.1
39.8265,41.4908,7,1.5
40.7591,31.6505,6.96,1.2
39.0748,27.539,7,1.5
38.5836,26.6738,8.31,1.6
37.1158,28.3311,7.12,1.6
39.2738,41.0206,7.01,1.7
37.4435,30.391,7.01,1.7
38.64,43.2148,7,1.8
38.8301,34.061,6.99,2.3
41.4005,34.9835,6.96,1.5
37.0088,27.5051,4.01,1.1
37.8265,29.6666,4.95,1.2
38.377,27.5203,7,1.4
38.146,38.5601,7.02,1.9
38.784,32.9503,7.01,1.4
39.1455,29.0436,11.17,1.2
41.1555,33.6398,6.69,1.8
40.667,41.1558,7,1.1
38.1115,28.5391,13.59,1.9
39.8773,28.8146,7.44,1.5
38.53,39.4401,7.64,2.7
38.6066,31.6286,7,0.8
37.397,37.2816,6.99,1.5
37.7428,27.8075,7.92,1.6
37.2825,28.4878,6.66,1.9
38.1056,28.9791,7,1.3
39.082,37.3275,7,1.6
39.592,35.394,7.52,1.4
38.9628,29.6733,7,1.1
38.0638,32.7456,7,1.1
38.8411,27.5625,7,1.3
39.1333,27.9591,7,2.1
38.1195,33.087,7,1
38.5903,39.3625,7,1.5
38.3366,38.8221,7,1.9
40.7835,34.0321,6.81,1.2
37.3268,37.0306,6.54,1.2
36.4586,33.9851,7,1.5
37.9555,27.1815,7,1.7
36.989,28.5198,7,1.1
39.0621,27.5221,6.46,1.4
40.9018,41.5043,7,1.3
40.7521,31.4916,7,2
39.5513,26.111,6.98,1.1
40.1126,43.3198,6.91,3.1
38.3635,38.9945,7,1.4
38.77,43.3801,6.96,1.6
38.9891,30.2123,7.03,2
40.2318,27.039,7,1.5
38.6238,31.4608,5.07,1.5
38.6115,31.4803,1.06,2.5
38.6056,37.3836,7,2
37.9193,26.9291,6.9,1.6
37.8415,26.9786,7,1.8
37.842,26.977,7,2.4
38.9041,33.5858,7,1.5
40.3655,28.6216,7.02,1.7
38.8906,29.9256,7,1.4
38.2871,38.0871,7,1.5
36.6875,36.2776,7,1.4
40.2568,33.3711,6.75,1.1
36.9303,28.747,7,1.2
39.8636,41.5076,3.35,2.2
39.1318,34.2813,7,0.6
39.3018,33.3536,7,1.1
41.1428,34.1805,6.93,1.7
40.0731,28.9193,9.04,1.4
40.9553,34.778,6.98,1.3
37.8306,26.9986,7.15,2.1
38.807,27.1018,7,1.7
39.8141,41.3476,4.74,1.3
40.0336,42.6475,7,1.7
36.9146,28.7523,7.3,2.4
38.1613,42.5453,7.01,1.9
39.4168,40.3613,7,2.2
39.839,40.2075,7,1.2
39.65,33.0915,7.57,1.5
37.4551,38.6076,7,1.5
37.88,27.6275,7,1.4
37.8345,27.0541,7,1.8
38.5973,31.6328,7,1.2
40.4233,27.5211,7.05,1.8
40.5976,40.894,7,1.1
37.9568,37.692,6.36,2.1
39.3393,33.1853,7,1.2
40.2618,27.4191,7,1.6
38.6136,27.6641,7,1.9
39.7826,35.1431,7,1.2
39.1056,33.2551,6.91,1.1
39.444,33.275,7,1
40.0485,40.5046,7.27,1.7
39.394,40.3708,6.96,2
38.5795,31.6291,7.01,1.6
38.5623,31.6165,7.01,1.7
39.8058,29.6688,10.72,1.7
39.9578,28.8918,9.03,1.1
38.5691,31.6235,10.33,1.1
36.5213,29.1661,5.03,1.8
37.1295,28.645,7,1.7
37.1911,31.9393,7,1.8
37.939,28.7676,7.82,1.5
38.2048,30.9011,6.95,1.8
39.1398,28.1091,7,1.4
39.0321,29.5975,13.6,1.1
37.949,27.0951,7,1.2
39.4438,28.5256,7.04,1.2
38.5416,42.978,6.96,1.3
40.8675,39.7481,12.78,1.6
37.3541,36.2698,6.99,1.2
37.8156,27.0256,7.07,1.4
38.2965,30.2298,8.69,2.5
40.5153,35.8781,9.88,1.6
38.1323,42.6166,7.1,1.3
39.5006,43.665,9.03,1
40.5961,32.5021,7,1.1
36.7013,33.8531,55.84,3.6
37.4581,30.4168,7,1.3
38.6991,39.9158,13.68,3
40.8546,31.686,6.89,0.8
38.4228,38.7426,7,1.1
38.2626,38.7871,7,0.9
40.5513,33.6323,6.99,1.9
39.6105,38.1191,9.07,1.6
39.5036,33.3905,7,1.1
39.9328,28.9153,10.21,3
38.0965,42.8416,7,1.8
40.9775,33.1638,6.99,1.4
40.0935,40.621,7,1.1
38.2738,38.715,6.99,2.2
40.9986,30.573,7,1.2
38.9328,43.4975,13.5,1.7
37.2753,36.9528,7,1.1
38.9731,41.4771,7.17,1.8
38.4545,31.788,7,1
40.5446,34.4008,7.11,1.3
37.914,29.1455,11.98,1.4
39.0715,27.5135,6.97,1.3
37.8561,27.0181,7,1
37.8818,26.9633,7,1.3
39.6701,27.1001,7,1.5
36.8175,36.0591,6.98,1.6
39.5305,27.588,7.01,1.3
37.9508,27.1543,7,1.3
40.6301,42.1215,9.95,2
37.8596,26.997,6.99,1.9
38.2163,28.7978,7.02,1.9
37.869,27.6388,7,1.5
37.9675,42.6808,6.94,1.7
37.0325,28.1408,6.99,2.1
38.7085,33.6293,6.97,1.7
39.9221,39.4298,6.92,1.6
41.0771,34.1111,6.99,2
37.9383,27.1083,6.91,1.8
38.4273,38.6968,7,1.1
38.3226,38.7376,7,1.6
38.5946,31.6355,7,1.6
40.871,35.9895,6.96,1.4
38.5648,26.7145,7,1.4
36.931,27.9025,7,1.1
38.5895,31.638,7,1.4
40.3563,27.5861,7,1.4
39.4821,32.897,7,1.3
38.3681,44.1198,7.07,1.9
40.013,31.9435,10.38,1
38.1853,34.3695,8.79,1.1
38.3905,39.8846,7,1.5
37.8653,27.4855,6.77,1
37.8331,27.0206,7,2.3
37.0258,29.2395,5.09,1.7
37.4656,37.9811,7.01,2.5
40.4331,42.4915,7,1.5
40.3608,42.2296,7,1.4
36.4461,31.0293,41.84,1.5
40.8173,34.8585,5.24,1.7
38.267,31.0415,7,1.5
38.8591,27.1663,7.08,2.4
38.8478,27.1515,6.36,2
39.0318,42.0206,7.04,1.5
38.8663,27.1613,6.05,1.6
36.482,33.6335,7,1.5
38.925,42.0668,6.74,2.3
38.9348,41.9976,6.98,2.8
38.9428,41.9523,7,2
41.1363,34.1746,6.96,1.7
39.6335,26.6075,7,2.3
39.6573,26.6106,7.1,2.8
39.6501,26.6033,6.99,1.9
39.6575,26.6161,6.84,2.5
39.648,26.606,7,1.5
40.8536,34.8338,7,2
39.0851,37.3175,6.95,1.5
39.465,41.2083,7,1.6
38.3663,38.6606,7.01,1.7
36.39,29.1725,8.5,1.2
37.0693,28.098,6.96,2.1
39.1418,29.031,10.54,1.5
37.1928,34.5441,17.55,1.1
36.4935,29.5575,7,1
37.3231,37.1993,15.09,1.3
40.5355,35.4891,6.98,1.1
40.861,33.1446,7.05,1.2
40.8848,33.181,7.02,1.4
40.5218,35.4571,12.74,1.9
40.0503,42.9686,7,1
37.4963,32.042,7.17,1
38.5995,31.619,11.89,1.3
38.2903,38.7248,7.03,1.3
38.1276,38.7021,7.07,1.5
37.4041,29.1955,7,1.4
38.9575,42.043,6.99,1.8
38.5105,39.104,17.86,1
38.1333,38.7,6.98,0.8
38.113,38.7223,7.05,1.5
37.4186,36.3695,3.12,1.4
38.3501,38.6866,7,1
38.1905,38.683,7.03,1
38.6113,31.6531,6.98,1.9
38.1261,38.7096,7,1.9
38.065,35.1321,7,1.1
38.8048,31.3548,7.09,1.1
38.8036,31.3366,7.63,2.4
38.5051,39.1543,17.73,2
38.5808,29.7448,7,1.1
38.6035,29.7748,10.98,2.2
38.505,39.1623,18.6,1.8
37.9558,27.1625,7.04,1.9
37.3363,36.2425,3.12,1.3
38.9295,30.949,14.48,1.3
38.5795,31.642,7.08,1.4
37.9188,27.0973,7,1.5
37.9465,27.1508,7,1.3
38.6093,31.631,7,0.9
38.5951,31.6471,7,1.6
38.5823,31.639,7,1.5
37.9456,27.1495,7,1.7
40.2063,27.7175,10.55,2.5
40.2023,27.7158,7,1.5
40.2206,27.7043,7,1.7
37.9251,27.1481,7,1
37.9388,27.1226,7,1.2
37.946,27.1655,7.01,1.5
37.9283,27.1301,7,1.2
37.9475,27.1451,7,1.4
37.9313,27.1818,7,1.5
37.2516,28.5335,7.13,1.4
37.94,27.1238,7.01,1.2
37.922,27.1418,6.94,1.7
37.9313,27.1263,4.34,2.4
37.926,27.0986,6.99,2.8
37.9293,27.1273,7,2.1
37.9378,27.118,6.94,1.7
37.9143,27.203,7,1.8
37.9453,27.146,7.04,1.8
37.994,27.1111,7.02,2.1
37.9335,27.1183,6.88,3.3
37.931,27.1008,6.92,2.8
36.8336,35.9993,7.83,3.6
37.9441,27.1145,7,1.9
37.9335,27.1445,7.05,2.2
37.9391,27.1441,7,1.6
37.9288,27.0928,6.95,2
37.9326,27.1121,6.93,2.8
37.9366,27.1173,6.99,2.6
39.596,34.3456,14.42,1.7
37.9411,27.1615,7.03,1.5
40.5021,27.4945,6.44,1.6
38.586,31.624,7.01,1.4
37.9495,27.1328,6.96,1.7
37.9401,27.1268,7.01,1.7
37.9366,27.1208,7.01,1.4
37.9361,27.1121,6.94,2.5
37.9491,27.1185,7.04,2.4
37.943,27.1425,7,1.1
37.9235,27.1235,6.98,2.4
37.9373,27.136,7.01,1.6
37.9318,27.1165,7,2.4
37.1805,37.4553,7.03,1.8
37.9601,27.0708,6.98,1.7
39.9863,33.5253,6.85,1
39.9808,33.1995,7,0.9
38.4106,26.4396,7.33,3.3
39.9696,35.3248,7.03,1.3
38.518,29.1455,7,1.2
38.5988,31.6563,7.05,1
38.4958,29.1906,7,1
38.6003,31.6446,7,2.2
39.0288,41.8873,7,1.8
40.7546,40.5385,6.85,1.2
40.4303,39.5658,7.03,1.2
37.298,31.29,128.7,2.1
38.564,28.4338,7,1
38.4625,31.8533,7,1.6
37.175,36.3628,7,2
37.0663,31.9418,6.97,1.7
40.7475,42.1106,9.19,2.5
38.2405,41.5225,5.99,3.1
37.8535,29.4888,7,1.3
38.5991,31.6388,7,1.6
38.5793,31.6231,7,1.4
38.6313,31.6173,7,1.1
37.5981,31.5181,7.01,2.5
38.6131,31.6523,7,1.4
38.5903,31.6396,6.99,2.4
38.5853,31.6215,7,1.9
38.6006,31.6373,7,1.7
38.5763,31.6411,7,1.7
38.603,31.649,7.03,1.6
38.5835,31.6548,7,1.5
38.5843,31.5938,17.56,1.4
38.5805,31.6286,7,1.3
38.5866,31.6341,7.04,2
38.5911,31.6366,7.02,1.7
38.5848,31.6383,7,2.1
38.6068,31.6511,9.62,4
36.5701,29.0318,7,1.2
40.7313,27.3071,7.01,2
40.074,40.6165,7,1.4
38.6025,44.2185,6.47,1.9
37.4658,32.0761,6.99,2.3
38.9943,33.6958,7,0.6
38.4551,29.1151,7,1.1
37.6723,27.1835,11.07,2.7
39.1175,29.0425,12.75,1
41.2126,33.8296,7,1.3
39.6653,29.4565,7.1,1.2
38.5565,29.1971,7,1.1
39.138,37.7813,7.04,1.5
40.1588,28.3283,7,1.6
38.0918,28.5415,7,1
37.956,27.1145,7,2
37.8576,27.3363,7,1
37.8533,27.3516,7,1
36.9618,28.2506,6.98,1.5
37.8311,27.2045,7,1.8
40.2826,29.105,7.01,2
36.898,27.5406,7,1.2
38.3356,26.7351,7,1.4
40.095,40.5085,17.96,1.5
38.3065,38.8223,7,2.1
39.6285,44.199,6.79,1.7
37.9496,30.0995,7,1
40.1806,32.8176,6.99,1.6
38.7336,31.1843,7,1
39.1895,27.774,7,1.2
39.2585,29.3176,7.22,1.1
37.4641,34.9183,7,1.2
37.4643,30.3923,3.41,3
37.8966,26.9346,7,1.6
37.2515,36.9338,7.14,1.7
39.665,29.4416,6.98,1.3
37.418,30.3646,7,2
39.0528,27.7943,7,1.7
39.9055,42.2315,7,1.5
36.9118,29.8425,7,1.5
37.934,27.1335,7,1.6
37.856,27.3235,7,1.6
37.1328,37.4506,7.03,1.2
40.538,34.7525,6.38,1.2
38.5695,30.637,6.93,1.5
38.5646,30.643,6.96,2
38.8445,27.1533,11.46,1.7
37.1408,28.6998,6.98,1.8
38.5856,31.6441,7,1.6
39.0575,44.2041,6.85,1.5
38.5858,31.634,7.01,1.6
37.9265,26.9383,7.16,1.4
39.0965,27.8006,7,1.9
37.4048,34.4105,6.98,1.5
38.2793,38.7448,6.99,1.2
37.4276,30.3766,7,2.4
37.4561,37.9765,7.02,1.6
39.231,40.0088,6.69,1.2
37.855,29.5155,7,1.4
37.8693,29.5285,7,1.7
39.8083,39.072,6.97,1.6
36.3551,29.8795,7.01,1.5
39.4355,28.2585,7,1.6
39.4476,28.2396,7,1.9
39.4293,29.53,7,1.2
39.8623,30.2531,7,1
40.2463,38.8406,8.1,1.8
38.748,43.3116,7.03,2
38.7723,27.8921,7,1.6
39.985,33.163,7,1
38.596,31.6333,7,2.2
39.7601,30.1708,7,1.1
39.124,33.9096,6.95,1
39.4661,34.164,7,1
36.8518,28.002,7,1.6
39.1791,42.0945,23.5,2.1
39.459,28.2188,7,2
38.9923,27.8558,7,1.6
40.6686,33.4863,6.96,1.5
38.4591,31.859,7,1.3
37.129,28.2808,13.21,1.8
37.8993,27.6423,7,1.4
37.6141,29.6365,6.88,1
39.108,27.786,7,1.5
37.7905,29.6196,10.07,1.1
36.9635,28.3978,7,1.3
37.897,29.1601,8.29,1.5
37.4445,30.3815,6.98,1.5
37.1091,34.4165,6.89,1.6
38.5913,31.6385,7.01,2.3
38.5906,31.6516,7,2.1
38.6261,31.665,7,1.4
38.6176,31.6535,7,1.6
39.1313,37.8133,6.98,2.6
37.5753,30.1133,7.13,1.6
36.4913,29.4471,6.97,1.5
38.2875,43.1721,17.9,2.2
37.8648,29.526,7,2.3
37.8611,29.548,7,1.9
37.7983,29.6275,11.44,1.9
37.8176,29.6351,7.01,2.5
37.6498,29.191,13.15,1.9
38.6023,31.6458,7,1.5
37.9533,27.0993,7,1
38.4095,39.2448,7,1.6
41.0155,40.7336,7.1,1.3
39.2858,27.9278,7.02,2.4
40.6255,32.3868,7,1
39.002,27.8753,7.14,1.4
37.4443,30.3843,7.04,1.8
39.6011,38.4005,6.98,1.4
37.879,27.1345,7,1.5
38.5885,31.642,7.01,2.7
39.8856,40.1671,6.97,1.7
40.6636,32.3223,7.01,1.6
39.5735,28.7885,7,1.4
37.5805,29.1905,7,1.1
37.8213,27.0093,7,1.4
39.6171,38.1061,7.01,1.5
40.0153,41.4316,7.03,1.6
40.3575,33.9756,7,1.1
38.07,27.2453,7.01,1.3
37.8786,26.9681,7.01,1
39.3613,27.9006,7.01,1.3
40.7141,36.6611,7.46,2.2
37.8101,29.6638,7,1
37.997,38.1771,6.99,1.5
40.1786,31.7305,7.05,1.7
39.5178,29.0045,7.01,1.1
37.2275,31.1171,91.45,2
39.036,30.1418,7.02,1.2
39.9933,40.0886,7.07,1.4
37.8516,27.0191,7,1.1
40.2293,29.0903,7.14,1
39.9075,27.2555,12.1,1.8
37.4193,35.4641,19.26,1.1
37.8981,29.1541,7.15,1.3
40.2446,31.99,6.82,1.1
38.4028,30.1573,6.97,0.9
37.4321,30.3806,6.98,1.4
37.2225,28.6701,7,2.1
38.905,27.88,7.09,1.1
38.2856,38.7828,7.01,0.8
37.8108,29.6486,6.73,1.3
39.0983,28.1825,7,1
39.936,35.4988,11.18,1.5
37.874,26.9868,12.38,2.3
37.4548,30.4193,7.18,1.1
40.2671,31.7001,7.01,1.1
37.9003,27.1628,7.1,1.3
37.8783,26.9561,6.98,1.6
38.4331,39.2273,7,1.3
40.0273,27.8486,14.9,1.2
39.2225,36.213,17.43,1.6
36.9635,27.7753,7.01,1
38.5908,39.5448,7,1.1
37.8286,38.309,1.4,1.1
39.0493,29.5321,10.99,1.3
39.6725,27.797,11.71,1.5
37.2471,28.1998,7.55,1.1
37.1596,37.2055,6.89,1.9
37.8208,29.645,7,1.1
37.815,29.6356,7,1.2
40.0331,27.8536,15.35,1.7
40.4603,32.9433,7,1.3
36.5661,29.6151,7,1
40.9086,33.1281,6.34,2.1
39.7731,35.1503,7.01,1.1
39.7813,35.1446,7,0.7
37.2398,41.8361,7.05,2
39.823,41.8146,7,1.4
39.2101,27.6736,6.8,1.5
37.4586,30.3906,7,2
39.0846,35.348,7.29,1.2
39.9166,40.781,6.91,1.6
38.9846,37.9191,0,1.3
40.1371,40.9696,7,1.3
39.636,29.5406,7,1.3
39.611,38.2496,6.93,1.7
39.9171,28.803,7.22,1.6
39.5575,33.059,9.95,1.2
