Enlem,Boylam,Derinlik,Büyüklük,Gün,Ay,Yıl,Saat,Dakika,Saniye
40.7413,32.8953,6.62,2,6,11,2021,9,49,4
40.7556,32.881,10.1,2.9,6,11,2021,9,47,17
40.517,27.2445,7,1.6,6,11,2021,9,31,55
39.387,31.5426,7.4,1.5,6,11,2021,9,8,13
37.05,28.2046,7,1.3,6,11,2021,9,4,32
37.8531,26.9503,7,1.2,6,11,2021,7,15,53
39.449,28.2165,5.87,1.7,6,11,2021,7,12,3
39.451,28.2231,10.45,2.6,6,11,2021,7,5,52
36.2753,27.011,16.14,1.8,6,11,2021,6,56,28
34.7105,26.954,10.32,2.6,6,11,2021,6,23,10
39.4278,37.2566,7.61,1.8,6,11,2021,6,7,32
38.4708,39.3151,7,1.5,6,11,2021,5,26,22
38.5485,31.5468,7,0.8,6,11,2021,5,14,35
40.2111,33.4026,14.2,1.6,6,11,2021,4,48,55
40.8653,31.6913,7.03,0.9,6,11,2021,4,5,11
39.471,35.2051,7.09,1,6,11,2021,3,49,6
36.5763,28.0843,8.81,2.7,6,11,2021,3,44,28
39.9301,43.284,7,0.7,6,11,2021,3,44,2
37.8161,36.1391,10.8,1.5,6,11,2021,3,42,7
39.9045,43.1913,7,1,6,11,2021,3,41,41
38.0163,43.0283,11.49,3.1,6,11,2021,3,21,3
38.665,43.1453,7,1.4,6,11,2021,3,17,29
38.3228,38.6731,7.01,1.4,6,11,2021,3,0,31
40.4338,35.7233,6.96,1,6,11,2021,2,56,1
36.9565,27.9776,6.96,1.3,6,11,2021,2,16,10
39.8211,40.4976,7,1.5,6,11,2021,1,55,49
39.3978,26.1393,18.97,1.4,6,11,2021,1,46,56
38.6236,43.8413,7.04,1.1,6,11,2021,1,35,35
37.831,36.1328,13.27,3,6,11,2021,1,12,46
39.3771,26.15,15.27,1.8,6,11,2021,1,4,0
36.4583,27.2106,7.58,1.7,6,11,2021,0,56,2
36.4891,28.756,7,0.8,6,11,2021,0,42,12
36.4476,29.2061,22.14,0.9,6,11,2021,0,35,15
37.9361,28.8391,7,1.2,6,11,2021,0,26,34
38.7255,26.5526,7.79,1.9,5,11,2021,23,33,7
34.9815,32.9918,6.12,2,5,11,2021,23,27,20
39.4695,28.218,7.01,1,5,11,2021,23,15,18
37.8755,26.9188,7,1.3,5,11,2021,23,5,31
38.4953,42.9451,7,1.3,5,11,2021,22,58,5
40.432,35.6096,6.98,1.2,5,11,2021,22,50,6
37.9426,38.0691,7,1.2,5,11,2021,22,37,13
36.2136,28.879,5.59,1.2,5,11,2021,22,5,32
35.218,27.7295,10.59,2.1,5,11,2021,21,54,24
37.2105,30.9305,110.22,1.7,5,11,2021,21,42,55
40.7966,28.1275,7.02,2.4,5,11,2021,21,7,38
38.978,42.045,7,2.1,5,11,2021,21,6,24
39.7365,43.9261,7.4,1.5,5,11,2021,20,50,32
38.5391,39.042,18.36,1.3,5,11,2021,20,16,55
37.8548,27.0428,7,1.5,5,11,2021,20,12,57
40.8415,33.7391,7,1,5,11,2021,20,12,33
39.455,28.2145,10.26,2.7,5,11,2021,20,11,13
38.511,39.1355,7,1.3,5,11,2021,20,10,36
38.516,39.1558,13.07,2.3,5,11,2021,20,8,56
37.9145,27.1705,7,1.3,5,11,2021,19,50,2
38.2091,28.721,7,1,5,11,2021,19,43,0
37.4328,29.3971,7,1.2,5,11,2021,19,42,40
37.8258,36.115,7,1.1,5,11,2021,19,41,16
37.9576,27.1353,7,1.1,5,11,2021,19,33,56
38.7243,39.3386,17.41,1.6,5,11,2021,19,7,3
37.8891,26.9911,7.01,1.3,5,11,2021,18,57,8
36.046,27.7096,11.34,2.2,5,11,2021,18,41,55
39.4378,28.2205,7.02,1.6,5,11,2021,18,35,50
36.331,26.9813,4.99,1.7,5,11,2021,18,11,34
40.1978,33.619,7,0.8,5,11,2021,18,7,31
36.4588,28.6598,7,1.2,5,11,2021,17,54,13
38.6611,30.8145,7,1.3,5,11,2021,17,35,47
39.4443,28.2271,10.16,2.4,5,11,2021,16,50,55
37.9503,27.2295,7,1.3,5,11,2021,16,25,1
38.5163,39.4275,7,1.4,5,11,2021,16,18,52
39.4506,28.1951,7,1.1,5,11,2021,15,56,25
40.2541,33.5378,7,1.2,5,11,2021,15,29,42
38.5693,39.5331,7,1.4,5,11,2021,15,12,37
39.431,28.2281,7,1.2,5,11,2021,15,2,39
41.1016,43.7898,6.64,1.3,5,11,2021,15,1,11
39.4456,28.2181,7.01,1.9,5,11,2021,14,30,52
39.4451,28.2196,7.01,2.6,5,11,2021,13,54,17
39.4423,28.2221,6.97,2.4,5,11,2021,13,53,36
39.4463,28.2291,7,3.4,5,11,2021,13,44,46
39.4491,28.2291,15.17,3.5,5,11,2021,13,19,13
37.9705,27.1853,7,1.1,5,11,2021,13,14,2
37.3805,27.0413,7.08,1.6,5,11,2021,13,12,39
38.1288,28.9803,7,1.1,5,11,2021,12,55,56
40.7753,27.5446,7,1,5,11,2021,12,46,47
37.314,37.0931,4.64,1.4,5,11,2021,12,28,23
38.7371,25.5656,6.94,1.7,5,11,2021,12,27,18
37.1705,27.8206,7,1.3,5,11,2021,12,21,59
37.1673,37.4913,7.06,1.1,5,11,2021,12,21,29
39.8265,41.4908,7,1.5,5,11,2021,12,4,54
40.7591,31.6505,6.96,1.2,5,11,2021,12,1,12
37.3751,27.0515,7,1.4,5,11,2021,11,37,43
39.0748,27.539,7,1.5,5,11,2021,11,29,25
38.9445,25.999,7.04,2.6,5,11,2021,11,10,20
37.378,27.024,6.95,1.9,5,11,2021,10,47,42
37.376,27.0266,7.05,2.9,5,11,2021,10,43,49
36.4061,27.1155,7.05,2.3,5,11,2021,10,41,49
38.5403,44.6463,7.41,2.1,5,11,2021,9,53,9
38.5836,26.6738,8.31,1.6,5,11,2021,9,53,0
37.1158,28.3311,7.12,1.6,5,11,2021,9,37,10
38.9085,25.8716,6.68,2,5,11,2021,8,46,5
35.7085,25.4426,6.94,3.5,5,11,2021,7,48,57
34.598,26.825,111.9,3.7,5,11,2021,7,28,18
39.2738,41.0206,7.01,1.7,5,11,2021,6,59,40
37.4435,30.391,7.01,1.7,5,11,2021,6,8,45
35.0468,25.9045,4.02,2.7,5,11,2021,5,42,42
36.49,27.179,42,1.3,5,11,2021,5,39,19
41.0235,43.7971,43.3,2.7,5,11,2021,5,28,33
38.64,43.2148,7,1.8,5,11,2021,5,27,53
37.8675,26.8801,7.06,1.3,5,11,2021,4,26,55
38.8301,34.061,6.99,2.3,5,11,2021,4,10,2
41.4005,34.9835,6.96,1.5,5,11,2021,4,2,3
37.0088,27.5051,4.01,1.1,5,11,2021,3,42,36
39.4678,26.0755,7.03,1.4,5,11,2021,3,33,47
36.27,27.1875,7.02,1.3,5,11,2021,3,11,22
36.431,27.6793,7.06,1.1,5,11,2021,3,7,10
38.3826,44.3741,6.34,1.9,5,11,2021,3,1,33
37.8265,29.6666,4.95,1.2,5,11,2021,2,41,21
36.596,27.26,16.1,1,5,11,2021,2,38,9
38.377,27.5203,7,1.4,5,11,2021,2,33,33
38.146,38.5601,7.02,1.9,5,11,2021,2,26,57
38.784,32.9503,7.01,1.4,5,11,2021,2,12,21
37.8041,26.9496,7,1,5,11,2021,2,8,15
39.1455,29.0436,11.17,1.2,5,11,2021,1,20,17
35.204,25.375,35,3,5,11,2021,0,41,24
35.637,27.222,83,3.4,5,11,2021,0,17,15
41.1555,33.6398,6.69,1.8,4,11,2021,23,46,41
37.8025,26.8375,7.02,1.2,4,11,2021,21,42,33
36.131,27.0285,8.35,2,4,11,2021,20,54,56
40.667,41.1558,7,1.1,4,11,2021,20,50,42
38.1115,28.5391,13.59,1.9,4,11,2021,19,18,59
39.8773,28.8146,7.44,1.5,4,11,2021,17,38,2
38.53,39.4401,7.64,2.7,4,11,2021,17,20,55
38.6066,31.6286,7,0.8,4,11,2021,17,11,42
37.397,37.2816,6.99,1.5,4,11,2021,15,39,22
37.7428,27.8075,7.92,1.6,4,11,2021,14,50,19
37.2825,28.4878,6.66,1.9,4,11,2021,14,37,39
38.1056,28.9791,7,1.3,4,11,2021,14,29,29
39.082,37.3275,7,1.6,4,11,2021,14,6,35
34.9583,28.3726,7.6,3.7,4,11,2021,13,53,13
39.592,35.394,7.52,1.4,4,11,2021,13,26,10
38.9628,29.6733,7,1.1,4,11,2021,13,2,58
42.526,43.5736,12.41,3.3,4,11,2021,12,50,35
38.0638,32.7456,7,1.1,4,11,2021,12,36,53
38.8411,27.5625,7,1.3,4,11,2021,12,36,19
39.1333,27.9591,7,2.1,4,11,2021,12,30,40
38.1195,33.087,7,1,4,11,2021,12,28,30
38.5903,39.3625,7,1.5,4,11,2021,12,23,25
38.3366,38.8221,7,1.9,4,11,2021,12,18,44
40.7835,34.0321,6.81,1.2,4,11,2021,12,12,43
37.3268,37.0306,6.54,1.2,4,11,2021,12,7,4
36.4586,33.9851,7,1.5,4,11,2021,12,0,12
37.9555,27.1815,7,1.7,4,11,2021,10,17,3
36.989,28.5198,7,1.1,4,11,2021,10,15,30
39.0621,27.5221,6.46,1.4,4,11,2021,10,10,36
36.0503,27.6983,9.86,3.2,4,11,2021,9,26,17
40.9018,41.5043,7,1.3,4,11,2021,9,13,8
40.7521,31.4916,7,2,4,11,2021,8,49,39
39.5513,26.111,6.98,1.1,4,11,2021,7,24,13
35.987,27.5081,7.03,1.4,4,11,2021,6,34,26
36.9095,27.3006,5.93,1.3,4,11,2021,6,2,52
40.1126,43.3198,6.91,3.1,4,11,2021,5,55,0
38.3635,38.9945,7,1.4,4,11,2021,5,0,19
35.9251,27.1286,6.98,1.9,4,11,2021,4,44,42
38.77,43.3801,6.96,1.6,4,11,2021,2,58,10
35.956,33.3818,6.58,1.3,4,11,2021,1,40,42
38.9891,30.2123,7.03,2,4,11,2021,1,19,51
40.2318,27.039,7,1.5,4,11,2021,0,17,41
38.6238,31.4608,5.07,1.5,3,11,2021,23,30,26
38.6115,31.4803,1.06,2.5,3,11,2021,23,16,36
38.9323,26.0261,6.99,1.8,3,11,2021,21,54,54
38.6056,37.3836,7,2,3,11,2021,21,53,5
37.9193,26.9291,6.9,1.6,3,11,2021,20,39,29
37.8415,26.9786,7,1.8,3,11,2021,18,57,34
37.842,26.977,7,2.4,3,11,2021,18,32,58
36.4495,28.7001,7.14,1.4,3,11,2021,18,20,51
36.4226,27.1185,6.55,2.1,3,11,2021,18,17,1
38.9041,33.5858,7,1.5,3,11,2021,17,33,24
40.3655,28.6216,7.02,1.7,3,11,2021,16,7,8
38.8906,29.9256,7,1.4,3,11,2021,14,24,11
38.2871,38.0871,7,1.5,3,11,2021,14,13,47
36.6875,36.2776,7,1.4,3,11,2021,13,31,56
36.4651,28.6945,7.03,2.8,3,11,2021,13,21,41
40.2568,33.3711,6.75,1.1,3,11,2021,12,49,39
36.9303,28.747,7,1.2,3,11,2021,12,9,43
39.8636,41.5076,3.35,2.2,3,11,2021,12,6,47
39.1318,34.2813,7,0.6,3,11,2021,11,42,1
39.3018,33.3536,7,1.1,3,11,2021,11,12,26
41.1428,34.1805,6.93,1.7,3,11,2021,10,44,32
36.4043,27.0081,6.91,2.1,3,11,2021,10,28,51
40.0731,28.9193,9.04,1.4,3,11,2021,10,13,1
40.9553,34.778,6.98,1.3,3,11,2021,10,7,52
37.8306,26.9986,7.15,2.1,3,11,2021,10,1,37
38.807,27.1018,7,1.7,3,11,2021,7,57,34
39.8141,41.3476,4.74,1.3,3,11,2021,7,2,14
40.0336,42.6475,7,1.7,3,11,2021,6,36,10
36.5146,27.9953,44.71,1.6,3,11,2021,6,27,27
36.9146,28.7523,7.3,2.4,3,11,2021,6,21,46
38.1613,42.5453,7.01,1.9,3,11,2021,6,12,5
36.6078,27.2133,6.79,1.6,3,11,2021,6,10,7
39.4168,40.3613,7,2.2,3,11,2021,3,53,58
36.044,28.6241,6.97,1.5,3,11,2021,3,41,47
39.839,40.2075,7,1.2,3,11,2021,3,34,30
36.043,28.5213,6.67,1.5,3,11,2021,3,8,3
37.8468,26.9291,7,1.7,3,11,2021,3,5,54
35.217,25.21,14.4,3.1,3,11,2021,2,46,57
36.0016,28.4906,7.01,2.9,3,11,2021,2,43,41
35.9901,28.482,7.05,2.1,3,11,2021,2,41,39
36.0048,28.5205,7.06,2.1,3,11,2021,2,26,50
43.8758,20.9556,7.01,3.9,3,11,2021,2,25,45
39.65,33.0915,7.57,1.5,3,11,2021,2,9,25
37.4551,38.6076,7,1.5,2,11,2021,22,59,28
37.88,27.6275,7,1.4,2,11,2021,22,47,35
37.8345,27.0541,7,1.8,2,11,2021,21,27,44
41.1135,39.0826,17.55,2,2,11,2021,20,53,20
38.5973,31.6328,7,1.2,2,11,2021,19,51,28
40.4233,27.5211,7.05,1.8,2,11,2021,18,9,31
40.5976,40.894,7,1.1,2,11,2021,16,35,54
37.9568,37.692,6.36,2.1,2,11,2021,16,34,27
37.789,26.9235,6.91,2.3,2,11,2021,16,34,7
39.3393,33.1853,7,1.2,2,11,2021,16,19,56
37.4543,44.757,6.97,2.3,2,11,2021,15,8,30
40.2618,27.4191,7,1.6,2,11,2021,15,5,16
38.6136,27.6641,7,1.9,2,11,2021,14,48,32
39.7826,35.1431,7,1.2,2,11,2021,14,16,21
39.1056,33.2551,6.91,1.1,2,11,2021,14,1,6
39.444,33.275,7,1,2,11,2021,13,33,15
34.5656,26.343,8.16,3.7,2,11,2021,12,14,44
40.0485,40.5046,7.27,1.7,2,11,2021,10,50,26
35.9856,27.4,6.91,1.9,2,11,2021,9,26,31
35.574,24.523,65.4,3.9,2,11,2021,9,9,3
39.394,40.3708,6.96,2,2,11,2021,7,46,55
38.5795,31.6291,7.01,1.6,2,11,2021,7,31,49
38.5623,31.6165,7.01,1.7,2,11,2021,7,23,47
40.6915,29.1173,11.87,1.3,2,11,2021,7,20,23
39.8058,29.6688,10.72,1.7,2,11,2021,7,8,9
39.9578,28.8918,9.03,1.1,2,11,2021,7,6,26
38.5691,31.6235,10.33,1.1,2,11,2021,7,3,47
36.5213,29.1661,5.03,1.8,2,11,2021,7,1,12
35.7523,31.3811,24.82,2.5,2,11,2021,6,47,25
36.6588,27.3086,24.41,2,2,11,2021,6,38,52
36.5936,27.2863,18.67,2,2,11,2021,6,25,22
36.5981,27.2131,24.79,2.2,2,11,2021,6,15,14
37.1295,28.645,7,1.7,2,11,2021,5,42,28
36.9,27.3311,6.2,1.7,2,11,2021,4,57,22
37.1911,31.9393,7,1.8,2,11,2021,4,31,24
36.0351,28.471,21.8,2.2,2,11,2021,4,28,17
36.005,28.423,4.32,1.9,2,11,2021,4,24,20
37.939,28.7676,7.82,1.5,2,11,2021,4,23,10
38.2048,30.9011,6.95,1.8,2,11,2021,3,52,22
37.91,26.3813,6.33,1.6,2,11,2021,3,32,5
39.0435,25.9306,20.61,2.1,2,11,2021,3,9,54
39.1398,28.1091,7,1.4,2,11,2021,2,41,58
39.0321,29.5975,13.6,1.1,2,11,2021,2,36,7
37.949,27.0951,7,1.2,2,11,2021,2,12,9
39.4438,28.5256,7.04,1.2,2,11,2021,2,7,33
38.5416,42.978,6.96,1.3,2,11,2021,2,6,49
40.8675,39.7481,12.78,1.6,2,11,2021,1,35,26
37.3541,36.2698,6.99,1.2,2,11,2021,0,43,11
37.8156,27.0256,7.07,1.4,2,11,2021,0,35,34
36.6095,27.2706,21.01,2.1,2,11,2021,0,21,43
38.2965,30.2298,8.69,2.5,2,11,2021,0,16,54
40.6021,27.7333,11.74,2.4,2,11,2021,0,5,24
40.5153,35.8781,9.88,1.6,1,11,2021,23,51,43
38.1323,42.6166,7.1,1.3,1,11,2021,23,49,4
39.5006,43.665,9.03,1,1,11,2021,23,42,15
38.9503,26.1525,7.01,1.6,1,11,2021,23,29,59
38.9713,25.5131,24.85,2.2,1,11,2021,23,10,21
40.5961,32.5021,7,1.1,1,11,2021,23,3,33
41.1118,43.89,7.1,1.9,1,11,2021,22,56,1
39.3055,26.552,7.42,1.9,1,11,2021,22,37,8
36.7013,33.8531,55.84,3.6,1,11,2021,22,26,28
37.4581,30.4168,7,1.3,1,11,2021,22,13,23
38.6991,39.9158,13.68,3,1,11,2021,22,12,31
40.8546,31.686,6.89,0.8,1,11,2021,21,49,12
38.4228,38.7426,7,1.1,1,11,2021,21,49,12
38.2626,38.7871,7,0.9,1,11,2021,21,47,44
40.5513,33.6323,6.99,1.9,1,11,2021,21,37,19
39.6105,38.1191,9.07,1.6,1,11,2021,21,13,37
39.5036,33.3905,7,1.1,1,11,2021,21,10,56
39.0375,25.9401,15.01,1.8,1,11,2021,20,58,2
39.9328,28.9153,10.21,3,1,11,2021,20,0,40
38.0965,42.8416,7,1.8,1,11,2021,19,56,19
36.3563,27.0686,6.86,2.1,1,11,2021,19,56,3
34.6303,31.6395,4.13,2.8,1,11,2021,19,27,17
35.8466,27.5916,7.04,2.1,1,11,2021,19,6,37
34.9133,32.7785,6.33,2.5,1,11,2021,19,4,43
40.9775,33.1638,6.99,1.4,1,11,2021,18,43,9
40.0935,40.621,7,1.1,1,11,2021,18,24,45
38.2738,38.715,6.99,2.2,1,11,2021,18,11,19
40.9986,30.573,7,1.2,1,11,2021,18,1,33
38.9328,43.4975,13.5,1.7,1,11,2021,18,0,14
37.0291,26.9141,7.68,1.5,1,11,2021,17,49,17
37.2753,36.9528,7,1.1,1,11,2021,17,19,33
38.9731,41.4771,7.17,1.8,1,11,2021,16,55,18
38.4545,31.788,7,1,1,11,2021,14,9,28
40.5446,34.4008,7.11,1.3,1,11,2021,12,12,10
36.6013,27.1055,14.05,2.1,1,11,2021,11,50,39
39.0461,25.9776,7.71,2.2,1,11,2021,11,22,28
37.914,29.1455,11.98,1.4,1,11,2021,10,58,58
39.0715,27.5135,6.97,1.3,1,11,2021,9,51,26
37.8561,27.0181,7,1,1,11,2021,8,52,2
37.8818,26.9633,7,1.3,1,11,2021,8,32,36
39.6701,27.1001,7,1.5,1,11,2021,8,30,24
36.8175,36.0591,6.98,1.6,1,11,2021,8,24,14
36.3515,31.5975,4.8,2.1,1,11,2021,7,39,23
35.4136,26.186,6.81,2.8,1,11,2021,7,20,6
40.6476,29.1033,11.68,1.3,1,11,2021,6,22,34
39.5305,27.588,7.01,1.3,1,11,2021,6,18,38
37.9508,27.1543,7,1.3,1,11,2021,6,11,49
40.6301,42.1215,9.95,2,1,11,2021,5,18,35
37.69,26.984,7.01,1.2,1,11,2021,2,28,50
36.516,27.0916,7.09,1.8,1,11,2021,2,8,48
37.8596,26.997,6.99,1.9,1,11,2021,2,3,20
35.326,25.584,34.9,3.8,31,10,2021,23,40,15
38.2163,28.7978,7.02,1.9,31,10,2021,23,29,13
35.2606,25.3271,5.71,3.5,31,10,2021,22,39,59
35.25,25.538,95.3,3,31,10,2021,22,34,16
41.1415,43.7926,7.02,1.8,31,10,2021,19,34,11
36.563,27.1836,6.69,1.2,31,10,2021,19,30,41
37.869,27.6388,7,1.5,31,10,2021,18,20,27
37.9675,42.6808,6.94,1.7,31,10,2021,15,56,21
37.0325,28.1408,6.99,2.1,31,10,2021,15,12,7
36.5991,38.4938,6.83,1.9,31,10,2021,15,9,54
38.7085,33.6293,6.97,1.7,31,10,2021,13,20,59
39.9221,39.4298,6.92,1.6,31,10,2021,13,7,51
35.0448,25.3008,7,3.1,31,10,2021,11,41,15
35.3105,26.4311,7.3,3.4,31,10,2021,11,21,24
36.9465,27.3416,7.72,1.4,31,10,2021,10,1,50
41.0771,34.1111,6.99,2,31,10,2021,9,13,13
37.9383,27.1083,6.91,1.8,31,10,2021,9,6,34
36.4863,27.2481,6.97,1.7,31,10,2021,8,42,45
36.3371,28.3685,6.83,1.5,31,10,2021,8,15,27
38.4273,38.6968,7,1.1,31,10,2021,7,26,2
38.3226,38.7376,7,1.6,31,10,2021,7,24,8
36.5456,27.0701,7.29,1.6,31,10,2021,7,23,27
38.5946,31.6355,7,1.6,31,10,2021,6,55,17
36.4223,27.05,7.03,1.8,31,10,2021,6,49,26
40.871,35.9895,6.96,1.4,31,10,2021,6,42,46
38.6915,44.6631,5.53,2.7,31,10,2021,6,19,23
36.5373,27.1566,7.07,1.6,31,10,2021,5,59,56
35.8683,29.3806,7.02,1.6,31,10,2021,5,7,5
37.3328,26.7905,6.88,1.1,31,10,2021,4,23,12
38.5648,26.7145,7,1.4,31,10,2021,3,42,39
36.931,27.9025,7,1.1,31,10,2021,3,34,46
38.5895,31.638,7,1.4,31,10,2021,3,20,13
36.5501,27.1793,7.01,1.5,31,10,2021,2,19,21
40.3563,27.5861,7,1.4,31,10,2021,2,2,2
39.4821,32.897,7,1.3,31,10,2021,1,27,23
38.3681,44.1198,7.07,1.9,31,10,2021,0,5,47
40.013,31.9435,10.38,1,30,10,2021,21,18,19
38.1853,34.3695,8.79,1.1,30,10,2021,21,11,23
36.4803,27.2278,7.06,2.3,30,10,2021,20,20,4
35.7736,26.6505,11.43,2.2,30,10,2021,19,35,59
38.3905,39.8846,7,1.5,30,10,2021,19,2,16
37.8653,27.4855,6.77,1,30,10,2021,17,33,23
37.8331,27.0206,7,2.3,30,10,2021,15,28,28
37.0258,29.2395,5.09,1.7,30,10,2021,14,28,44
36.4986,27.1865,7,2.4,30,10,2021,14,16,49
36.4941,27.155,6.15,1.8,30,10,2021,10,31,16
36.5036,27.2565,7.41,2.1,30,10,2021,10,13,24
36.829,27.2123,6.78,1.9,30,10,2021,9,9,45
36.4988,27.2513,7.5,2.7,30,10,2021,8,57,21
37.4656,37.9811,7.01,2.5,30,10,2021,8,43,17
36.4853,27.1861,6.48,2.4,30,10,2021,8,13,54
41.1498,43.888,6.12,2,30,10,2021,7,5,40
40.4331,42.4915,7,1.5,30,10,2021,6,58,56
40.3608,42.2296,7,1.4,30,10,2021,6,56,1
36.5408,27.2221,6.62,2.6,30,10,2021,6,55,9
36.6108,27.3286,7.33,1.8,30,10,2021,6,41,49
36.5608,27.2,7.28,2.3,30,10,2021,6,37,9
36.5636,27.2025,6.82,2.4,30,10,2021,6,19,58
36.5048,27.1885,6.02,2.6,30,10,2021,6,2,48
35.201,25.566,14.1,3.9,30,10,2021,4,38,16
41.126,43.8185,5.97,1.4,30,10,2021,3,16,48
36.4461,31.0293,41.84,1.5,30,10,2021,2,55,18
41.0851,43.8141,6.51,2.3,30,10,2021,2,26,11
40.8173,34.8585,5.24,1.7,30,10,2021,2,21,11
36.133,27.1458,52.72,2.1,30,10,2021,1,22,17
38.267,31.0415,7,1.5,30,10,2021,1,22,13
38.8591,27.1663,7.08,2.4,30,10,2021,0,31,26
38.8478,27.1515,6.36,2,30,10,2021,0,4,33
39.0318,42.0206,7.04,1.5,29,10,2021,23,15,41
38.8663,27.1613,6.05,1.6,29,10,2021,22,49,20
41.1446,43.8196,4.76,1.5,29,10,2021,22,38,27
41.4128,25.7003,7.03,2.3,29,10,2021,21,55,8
36.482,33.6335,7,1.5,29,10,2021,21,28,8
38.925,42.0668,6.74,2.3,29,10,2021,21,9,13
38.9348,41.9976,6.98,2.8,29,10,2021,20,32,33
38.9428,41.9523,7,2,29,10,2021,19,36,1
41.1363,34.1746,6.96,1.7,29,10,2021,18,3,11
39.6335,26.6075,7,2.3,29,10,2021,15,28,34
39.6573,26.6106,7.1,2.8,29,10,2021,15,9,47
39.6501,26.6033,6.99,1.9,29,10,2021,15,6,37
39.6575,26.6161,6.84,2.5,29,10,2021,15,4,35
39.648,26.606,7,1.5,29,10,2021,13,31,33
40.423,27.0161,7,1.6,29,10,2021,12,49,20
40.8536,34.8338,7,2,29,10,2021,12,19,44
39.0851,37.3175,6.95,1.5,29,10,2021,11,26,26
36.5791,27.1778,7.44,1.8,29,10,2021,11,14,4
39.465,41.2083,7,1.6,29,10,2021,9,36,22
38.3663,38.6606,7.01,1.7,29,10,2021,8,43,56
36.136,36.4703,7.99,1.6,29,10,2021,8,18,16
36.39,29.1725,8.5,1.2,29,10,2021,8,16,14
37.0693,28.098,6.96,2.1,29,10,2021,7,39,59
39.1418,29.031,10.54,1.5,29,10,2021,7,19,55
37.1928,34.5441,17.55,1.1,29,10,2021,7,17,34
36.4935,29.5575,7,1,29,10,2021,7,7,43
37.3231,37.1993,15.09,1.3,29,10,2021,6,55,59
40.5355,35.4891,6.98,1.1,29,10,2021,6,27,11
41.0705,43.7491,7.17,1.5,29,10,2021,6,18,54
40.861,33.1446,7.05,1.2,29,10,2021,6,7,59
40.8848,33.181,7.02,1.4,29,10,2021,5,58,34
40.5218,35.4571,12.74,1.9,29,10,2021,5,37,5
40.0503,42.9686,7,1,29,10,2021,5,27,15
37.4963,32.042,7.17,1,29,10,2021,5,0,8
42.5785,43.049,7.31,1.5,29,10,2021,4,54,33
36.5475,27.2745,17.32,1.7,29,10,2021,4,48,47
36.477,27.1321,5.74,1.9,29,10,2021,4,45,8
41.0585,43.6791,15.79,1.2,29,10,2021,4,40,9
36.3316,26.8711,8.06,1.7,29,10,2021,4,33,53
38.5995,31.619,11.89,1.3,29,10,2021,4,21,36
38.2903,38.7248,7.03,1.3,29,10,2021,4,18,3
38.1276,38.7021,7.07,1.5,29,10,2021,4,14,40
37.4041,29.1955,7,1.4,29,10,2021,4,1,53
40.8223,27.942,7.02,2.2,29,10,2021,3,37,17
40.8356,27.958,6.89,1.8,29,10,2021,3,34,32
38.9575,42.043,6.99,1.8,29,10,2021,3,18,9
38.5105,39.104,17.86,1,29,10,2021,3,15,2
36.5923,27.2895,4.38,2.5,29,10,2021,3,12,27
38.1333,38.7,6.98,0.8,29,10,2021,2,54,43
38.113,38.7223,7.05,1.5,29,10,2021,2,48,0
37.4186,36.3695,3.12,1.4,29,10,2021,2,26,18
38.3501,38.6866,7,1,29,10,2021,2,22,31
38.1905,38.683,7.03,1,29,10,2021,2,15,8
38.6113,31.6531,6.98,1.9,29,10,2021,1,56,45
35.7501,27.5098,10.36,2.1,29,10,2021,1,54,23
38.1261,38.7096,7,1.9,29,10,2021,1,36,8
38.065,35.1321,7,1.1,29,10,2021,1,13,31
35.314,26.9813,6.02,2.8,29,10,2021,1,9,27
38.8048,31.3548,7.09,1.1,29,10,2021,1,3,0
38.8036,31.3366,7.63,2.4,29,10,2021,1,0,1
38.5051,39.1543,17.73,2,29,10,2021,0,59,25
38.5808,29.7448,7,1.1,29,10,2021,0,53,45
38.6035,29.7748,10.98,2.2,29,10,2021,0,43,58
38.505,39.1623,18.6,1.8,29,10,2021,0,42,7
37.9558,27.1625,7.04,1.9,29,10,2021,0,27,51
38.7986,26.8271,10.15,1.9,29,10,2021,0,17,5
37.3363,36.2425,3.12,1.3,28,10,2021,23,46,9
38.9295,30.949,14.48,1.3,28,10,2021,23,11,38
41.3511,43.7501,7.39,1.5,28,10,2021,22,17,28
38.5795,31.642,7.08,1.4,28,10,2021,22,17,25
37.9188,27.0973,7,1.5,28,10,2021,22,8,22
37.9465,27.1508,7,1.3,28,10,2021,22,7,50
38.6093,31.631,7,0.9,28,10,2021,21,54,46
38.5951,31.6471,7,1.6,28,10,2021,21,45,36
38.5823,31.639,7,1.5,28,10,2021,21,33,27
37.9456,27.1495,7,1.7,28,10,2021,21,13,12
40.2063,27.7175,10.55,2.5,28,10,2021,20,59,51
40.2023,27.7158,7,1.5,28,10,2021,20,51,19
40.2206,27.7043,7,1.7,28,10,2021,20,29,10
37.9251,27.1481,7,1,28,10,2021,20,23,28
37.9388,27.1226,7,1.2,28,10,2021,20,13,50
37.946,27.1655,7.01,1.5,28,10,2021,20,8,57
37.9283,27.1301,7,1.2,28,10,2021,20,3,20
37.9475,27.1451,7,1.4,28,10,2021,19,58,51
37.9313,27.1818,7,1.5,28,10,2021,19,51,12
37.2516,28.5335,7.13,1.4,28,10,2021,19,47,48
37.94,27.1238,7.01,1.2,28,10,2021,19,40,2
37.922,27.1418,6.94,1.7,28,10,2021,19,33,22
