Enlem,Boylam,Derinlik,Büyüklük,Gün,Ay,Yıl,Saat,Dakika,Saniye
37.1156,37.1651,4.22,2,14,12,2021,11,49,45
37.3386,26.8758,6.72,2.5,14,12,2021,11,38,50
37.6583,36.4281,7,1.4,14,12,2021,11,29,49
40.984,32.6925,7,1,14,12,2021,11,10,14
38.9218,43.4906,6.64,1.2,14,12,2021,11,7,50
37.8393,26.4433,7,1.7,14,12,2021,11,1,56
39.5066,33.1068,7.13,1.5,14,12,2021,10,47,5
35.6286,28.2758,7.23,3,14,12,2021,10,2,44
40.398,44.821,5.9,1.7,14,12,2021,9,23,5
40.6603,42.7796,7,1.4,14,12,2021,9,0,51
35.6965,28.3045,7.19,1.8,14,12,2021,8,51,58
38.4803,39.2878,7,1.2,14,12,2021,8,48,21
36.2201,27.6643,7.12,1.8,14,12,2021,8,33,37
39.0188,41.563,6.99,1.9,14,12,2021,8,17,36
40.1863,31.7235,6.72,1.7,14,12,2021,8,7,47
38.8828,43.5055,11,1.9,14,12,2021,4,5,34
38.627,43.2131,7,1.3,14,12,2021,2,50,0
38.2835,28.2706,7,1.4,14,12,2021,2,0,7
38.305,38.7946,7.01,1.4,14,12,2021,0,48,31
37.8145,26.441,7,1.7,13,12,2021,23,36,14
36.3516,28.582,6.88,2,13,12,2021,23,31,49
37.3943,29.0526,17.84,2.5,13,12,2021,22,35,48
38.5748,39.641,6.98,3.6,13,12,2021,20,10,33
38.4108,26.8303,7,1.8,13,12,2021,20,3,44
37.0033,29.097,7,1.3,13,12,2021,20,0,38
38.5843,39.6148,7,3.3,13,12,2021,19,58,51
36.4356,28.8135,7.05,1.5,13,12,2021,19,43,9
38.7498,43.2848,7.01,1.2,13,12,2021,17,48,48
38.4931,34.1275,7.16,1.5,13,12,2021,17,18,13
38.4108,29.1096,7,1.2,13,12,2021,16,15,43
39.113,27.8748,7,1.4,13,12,2021,15,27,32
37.8246,29.5708,7.03,1.3,13,12,2021,14,24,26
39.9008,41.8668,7.15,1.3,13,12,2021,13,28,59
39.5396,26.169,7.14,1.4,13,12,2021,12,51,17
38.1181,38.0815,7,1.2,13,12,2021,12,36,4
38.9016,43.5906,12.8,1.3,13,12,2021,12,34,48
38.9296,41.9531,7.04,1.4,13,12,2021,12,25,36
36.4743,27.1366,7,1.7,13,12,2021,11,34,56
39.151,42.2695,6.94,1.8,13,12,2021,11,28,47
39.2616,37.0805,7.28,1.5,13,12,2021,11,1,8
40.7455,42.2175,7,1.3,13,12,2021,10,31,49
38.5993,29.083,7.08,1,13,12,2021,10,14,45
37.7365,27.528,7.13,1.9,13,12,2021,10,3,8
37.7376,27.5313,7,1.5,13,12,2021,9,59,30
37.768,29.2846,7,2.1,13,12,2021,9,34,43
37.737,26.0441,6.46,2.1,13,12,2021,7,40,9
37.7525,29.2816,7,1.5,13,12,2021,7,8,12
38.8933,43.5036,6.73,1.8,13,12,2021,6,40,59
38.6898,44.6778,7.11,2.2,13,12,2021,6,23,21
37.1873,28.3018,9.64,1.5,13,12,2021,6,10,30
37.9491,28.8453,7,1.1,13,12,2021,4,49,4
37.9386,29.2416,12.8,1.2,13,12,2021,4,0,37
36.5375,28.387,7.26,1.9,13,12,2021,3,38,32
40.1043,40.9786,6.7,1.4,13,12,2021,2,49,15
39.0705,28.9848,7.1,1.4,13,12,2021,2,32,4
38.3391,39.1108,7,0.9,13,12,2021,2,31,53
38.9046,43.5446,13.71,3,13,12,2021,1,28,40
39.3538,38.8128,6.97,1.5,13,12,2021,1,11,2
40.5228,35.467,7.02,2.3,13,12,2021,0,58,6
37.1215,28.5335,7,1.6,13,12,2021,0,45,36
37.4845,35.8423,16.62,2.5,13,12,2021,0,25,47
37.4518,35.8895,18.62,3.3,13,12,2021,0,23,56
38.28,38.8486,7,2,12,12,2021,22,51,49
38.7828,31.1851,7,1.5,12,12,2021,22,28,35
38.7763,31.1688,7,1.5,12,12,2021,20,4,6
37.2635,30.5478,1.98,1.6,12,12,2021,19,10,46
39.3571,40.6883,7,1.5,12,12,2021,18,31,24
37.9513,26.9508,7.01,2.1,12,12,2021,16,25,18
38.6706,33.8176,6.23,0.9,12,12,2021,14,58,25
37.8511,26.91,7.04,2,12,12,2021,14,43,48
38.4025,39.0385,22.9,1.4,12,12,2021,14,32,42
37.3145,31.9075,7.09,1.8,12,12,2021,12,32,58
36.333,36.389,7,2.4,12,12,2021,11,27,24
37.7243,25.8311,5,2.3,12,12,2021,11,22,18
41.9421,42.1996,6.98,1,12,12,2021,11,14,20
38.912,43.5393,15.82,1.7,12,12,2021,10,58,9
37.8008,26.9326,6.78,2,12,12,2021,8,20,51
37.9038,34.0501,7.89,2.2,12,12,2021,7,45,20
39.963,39.1015,7.01,1.4,12,12,2021,5,58,34
37.1616,30.6843,81.15,2.4,12,12,2021,5,56,12
38.4271,39.2126,6.96,2.1,12,12,2021,5,47,30
39.3146,43.84,6.9,2.7,12,12,2021,5,15,56
37.8723,26.7765,7,2,12,12,2021,4,57,34
38.2288,38.8173,7,0.7,12,12,2021,3,57,22
38.437,39.243,7,1.2,12,12,2021,3,55,17
38.9196,43.4713,5.99,1.2,12,12,2021,2,6,52
37.8893,26.9831,7,1.7,11,12,2021,18,59,13
37.9216,29.1936,7.02,1.3,11,12,2021,17,42,37
38.6081,44.6081,7.23,1.7,11,12,2021,16,49,20
35.1,26.776,15,3,11,12,2021,16,19,10
38.1906,27.1951,7,1.5,11,12,2021,15,7,53
40.8416,40.652,7.24,1.4,11,12,2021,14,49,1
40.7938,31.7213,7.97,1.5,11,12,2021,14,30,57
37.8865,26.8691,7,1.4,11,12,2021,13,3,48
37.891,26.9103,7.28,2,11,12,2021,12,47,52
38.2031,38.6008,7.04,1.7,11,12,2021,12,29,2
38.7751,31.1741,7.01,1.7,11,12,2021,12,28,44
36.6733,27.1735,7.13,2.2,11,12,2021,10,11,9
36.6848,27.1655,6.68,2.5,11,12,2021,10,9,48
38.6318,30.789,7,1.9,11,12,2021,7,44,19
36.5191,27.048,5.81,1.9,11,12,2021,7,35,51
37.2116,36.7796,7.14,2.1,11,12,2021,6,58,53
37.807,29.6736,7,1.5,11,12,2021,6,46,53
35.924,30.1181,7.75,1.9,11,12,2021,6,43,51
39.1276,42.4061,7,1.3,11,12,2021,6,39,42
38.8948,31.4758,7,1.9,11,12,2021,6,31,22
36.5285,27.142,7,1.5,11,12,2021,5,58,29
36.5741,27.1751,7,1.6,11,12,2021,5,37,26
37.4248,29.422,7,1.5,11,12,2021,5,33,14
36.5618,30.9045,55.43,2.2,11,12,2021,5,26,34
36.5706,27.2398,6.25,1.9,11,12,2021,5,18,10
38.26,38.8551,7,1.4,11,12,2021,5,13,16
37.721,26.1346,6.52,2,11,12,2021,5,8,55
37.026,37.5698,9.02,1.5,11,12,2021,5,7,32
37.689,26.0948,6.94,3.2,11,12,2021,5,7,7
36.0456,27.8043,7.02,2,11,12,2021,4,42,48
38.6398,44.1506,6.5,1.7,11,12,2021,4,36,39
36.4148,28.6981,7.12,1.5,11,12,2021,4,6,7
41.4058,43.8656,5.52,1.6,11,12,2021,3,25,54
36.885,34.0521,7.17,1.8,11,12,2021,2,12,10
38.5681,43.0465,6.96,2.1,11,12,2021,1,52,16
38.3571,42.8778,6.66,1.4,11,12,2021,1,17,11
38.8936,43.544,9.39,1.7,11,12,2021,0,34,4
38.4098,26.6596,7,1.6,11,12,2021,0,23,2
39.8686,43.1248,6.97,1.3,11,12,2021,0,22,14
36.0991,29.5895,19.33,1.8,11,12,2021,0,20,38
38.2765,38.8438,7,1.2,10,12,2021,23,56,30
36.2903,31.2236,38.68,2.3,10,12,2021,23,1,40
40.7396,27.6183,7.22,2.5,10,12,2021,22,23,49
41.0998,35.6751,13.16,1.8,10,12,2021,22,0,5
36.9571,27.9761,7,2.3,10,12,2021,21,35,56
42.355,42.1308,7.08,2.6,10,12,2021,21,17,16
38.2508,38.8098,6.95,1.4,10,12,2021,20,33,28
38.759,31.1656,7,2,10,12,2021,20,31,40
38.2395,38.8125,6.96,1.7,10,12,2021,20,17,1
37.92,26.9483,7,2.2,10,12,2021,19,38,57
37.5508,38.7951,6.95,1.9,10,12,2021,18,43,23
37.4621,29.379,7,1.5,10,12,2021,17,48,52
38.8776,43.4815,11.86,2,10,12,2021,16,1,25
39.1241,37.2661,7,1.5,10,12,2021,14,51,34
36.4906,27.1455,7.06,2.2,10,12,2021,14,25,28
40.4306,33.3861,8.94,1,10,12,2021,14,8,35
41.2306,33.3436,6.97,1.7,10,12,2021,13,59,36
38.224,38.0648,7,1.1,10,12,2021,12,47,54
37.2878,31.87,6.97,2,10,12,2021,12,38,16
38.098,27.0916,7,2.3,10,12,2021,11,55,7
37.468,29.358,7,2.3,10,12,2021,11,27,43
38.9118,43.5343,16.45,1.9,10,12,2021,9,34,11
38.4096,39.1631,16.6,1.9,10,12,2021,9,33,27
38.1948,28.8733,7,1.1,10,12,2021,8,12,26
40.6706,30.6081,7,1,10,12,2021,7,49,37
35.086,28.3483,21.91,3.1,10,12,2021,3,0,38
35.2741,28.275,9.12,2.4,10,12,2021,0,37,4
39.9798,42.5696,7,2.3,9,12,2021,23,52,43
36.9008,27.9958,7.11,1.6,9,12,2021,21,14,13
37.1145,36.825,7.06,1.7,9,12,2021,20,17,6
36.7731,29.103,7,1,9,12,2021,20,4,9
38.712,26.55,7.17,2.2,9,12,2021,19,32,19
37.5718,29.5003,7.16,1.6,9,12,2021,19,19,15
36.5236,28.7816,7.02,1.6,9,12,2021,18,34,17
36.4728,28.7155,7,1.3,9,12,2021,18,32,11
36.5566,28.7228,7,1,9,12,2021,18,15,24
38.7755,26.3603,6.92,1.6,9,12,2021,18,12,19
36.4715,28.7568,7.1,3.6,9,12,2021,18,6,44
37.8778,26.9156,7,1.4,9,12,2021,18,0,46
37.9143,26.923,7,1.6,9,12,2021,17,54,33
38.9036,43.4546,5.9,1.8,9,12,2021,17,26,7
38.934,43.4906,9.23,1.8,9,12,2021,16,22,57
38.6225,39.7483,6.9,1,9,12,2021,16,3,22
38.4835,29.1753,7,1,9,12,2021,16,2,8
37.8785,27.607,7,1.5,9,12,2021,15,5,1
39.9321,39.1253,7.42,1.7,9,12,2021,14,48,32
37.8215,27.1221,7,2.2,9,12,2021,14,18,57
38.5766,31.4366,9.05,1.5,9,12,2021,13,57,39
38.5658,31.4591,6.47,1.7,9,12,2021,13,54,53
37.2798,37.4833,7.03,1.7,9,12,2021,13,5,59
40.7918,41.5255,7,1,9,12,2021,12,54,25
36.4515,27.1813,10.16,2.8,9,12,2021,12,51,29
39.691,30.708,0.1,1.7,9,12,2021,12,18,22
40.1796,29.1511,8.05,1.2,9,12,2021,11,59,47
39.742,30.1661,7.1,1.2,9,12,2021,11,58,24
40.2191,29.107,8.87,1.9,9,12,2021,11,56,40
39.4381,27.999,7.02,1.7,9,12,2021,10,32,49
37.0645,28.3868,7,1.1,9,12,2021,10,27,9
40.2398,31.5513,7,1.3,9,12,2021,10,9,58
40.326,27.0038,7.07,2.4,9,12,2021,9,57,29
38.9091,43.3886,7,1.7,9,12,2021,9,50,18
40.296,34.3323,7,0.9,9,12,2021,9,25,44
41.09,43.7366,7.25,1.4,9,12,2021,9,5,14
38.551,39.568,7.02,1.2,9,12,2021,8,31,55
37.2646,37.3773,7.14,1.3,9,12,2021,8,8,47
38.5991,31.6401,6.98,1.9,9,12,2021,7,58,32
38.7751,38.1895,7,1.4,9,12,2021,7,25,57
38.7743,38.1578,7,1.8,9,12,2021,7,24,15
37.917,27.1723,7.01,1.2,9,12,2021,7,23,48
38.7631,38.1401,7.02,1.3,9,12,2021,7,21,40
38.7683,38.1845,7.03,1.5,9,12,2021,7,19,39
38.7765,38.1931,7,1.3,9,12,2021,7,18,17
37.688,28.9396,6.83,1.1,9,12,2021,7,16,38
39.85,39.0346,6.99,1.7,9,12,2021,7,9,40
37.0193,38.8801,5.81,1.4,9,12,2021,7,7,27
38.434,38.7378,7,1.4,9,12,2021,7,1,19
38.7968,38.1101,17.51,2.8,9,12,2021,6,52,30
39.868,39.0398,6.86,2.1,9,12,2021,6,50,55
38.7696,38.1278,15.5,2.6,9,12,2021,6,50,54
38.7601,38.154,7,1.8,9,12,2021,6,49,40
38.7606,38.1715,7.01,1.4,9,12,2021,6,42,49
38.7576,38.155,7.03,1.6,9,12,2021,6,36,41
38.7866,38.123,19.9,3,9,12,2021,6,28,9
40.5553,36.4826,7,1.4,9,12,2021,6,16,7
38.7683,38.1773,7.06,1.5,9,12,2021,6,13,21
38.7631,38.1898,7,1.2,9,12,2021,6,7,56
38.7765,38.1651,7.01,1.7,9,12,2021,6,7,23
38.7661,38.18,7.01,1.7,9,12,2021,6,4,54
38.7863,38.159,12.1,2.8,9,12,2021,6,3,33
38.7941,38.156,7.21,1.7,9,12,2021,6,2,30
37.864,29.2398,11.3,1.6,9,12,2021,6,2,24
37.3245,36.861,7,1.4,9,12,2021,5,58,16
41.3013,43.882,5.3,2.5,9,12,2021,5,42,5
38.0283,27.1095,7.01,1.7,9,12,2021,5,37,6
41.0796,43.6901,7,1.4,9,12,2021,5,1,51
40.1745,27.3795,7.12,1.3,9,12,2021,4,44,24
40.1735,27.4031,12.67,2.9,9,12,2021,4,35,54
39.4046,27.901,7.01,1.4,9,12,2021,4,29,49
36.9193,29.5828,7.13,1.4,9,12,2021,4,22,38
36.1181,27.7401,5.88,1.7,9,12,2021,4,15,38
39.3043,41.7476,7,1.8,9,12,2021,4,6,37
37.8833,27.3715,9.9,1.3,9,12,2021,3,50,1
37.8706,26.8598,7.19,1.5,9,12,2021,3,7,55
37.0538,28.352,7,1.1,9,12,2021,3,6,9
39.2603,40.6576,7,1.1,9,12,2021,3,3,23
37.0368,28.3193,7,1.1,9,12,2021,2,58,14
36.9181,29.3598,7,1.2,9,12,2021,2,52,29
37.883,27.1445,7.01,1.4,9,12,2021,2,44,43
41.1885,43.8133,7,1.2,9,12,2021,2,42,32
38.1406,27.5838,7,1.2,9,12,2021,2,36,40
40.7443,31.9298,7.32,1,9,12,2021,2,27,24
39.0888,26.4406,6.94,1.6,9,12,2021,2,23,39
38.0728,39.8786,6.92,1.2,9,12,2021,2,21,34
38.8911,43.5416,9.93,1.3,9,12,2021,2,5,41
38.5811,31.5995,8.54,1,9,12,2021,1,57,5
38.585,31.611,7,1,9,12,2021,1,55,20
38.7346,30.919,9.44,1.1,9,12,2021,1,44,3
38.7511,30.9641,3.79,1,9,12,2021,1,41,9
35.7798,31.3966,15.36,2,9,12,2021,1,34,52
35.6303,31.3871,6.15,2.3,9,12,2021,1,32,53
36.8231,26.8903,6.21,1.4,9,12,2021,0,58,50
40.2251,34.1096,15.16,1.1,9,12,2021,0,56,30
38.8331,31.3968,7,1.1,9,12,2021,0,41,38
38.7991,30.4256,12.99,1.5,9,12,2021,0,7,42
38.7681,38.1741,7,1.3,9,12,2021,0,1,17
38.2825,38.8278,26.93,1,8,12,2021,23,53,2
36.7538,42.7388,23.01,2.4,8,12,2021,23,45,15
40.744,38.3736,10.72,1.2,8,12,2021,23,24,17
39.9878,26.09,7,0.9,8,12,2021,22,53,34
40.2513,26.2656,6.91,2.2,8,12,2021,22,48,7
37.8991,27.1563,6.95,1.4,8,12,2021,22,47,1
38.3505,39.0806,7.09,1.7,8,12,2021,22,37,4
36.9101,29.1381,7,1.3,8,12,2021,22,30,50
37.7545,26.1648,6.99,2.1,8,12,2021,22,23,25
37.5573,29.4983,7.34,1.7,8,12,2021,22,22,27
38.5946,28.0691,6.95,1.5,8,12,2021,21,38,58
40.1615,27.4028,7,1.3,8,12,2021,21,21,58
38.262,37.5201,7,1.5,8,12,2021,21,7,22
38.862,26.4705,7.02,1.8,8,12,2021,20,52,30
37.0928,28.4438,7,1.5,8,12,2021,20,45,1
39.8983,42.6653,7.51,1.2,8,12,2021,20,42,19
37.1946,28.6566,6.99,1.8,8,12,2021,20,29,2
36.5373,27.209,2.37,2.2,8,12,2021,20,18,16
40.3216,25.91,6.3,1.3,8,12,2021,19,51,6
41.1045,43.709,7.1,1.1,8,12,2021,19,50,28
41.1573,43.8091,7.13,1.3,8,12,2021,19,49,18
40.3613,25.8771,6.22,1.8,8,12,2021,19,43,2
39.1678,40.2168,7.16,1.4,8,12,2021,19,9,20
38.6526,43.1521,6.98,1.2,8,12,2021,18,54,46
38.47,30.5216,6.62,1.5,8,12,2021,18,39,36
39.9918,38.7595,6.93,1.4,8,12,2021,18,24,36
38.5411,44.5315,4.47,2,8,12,2021,18,20,57
38.8375,31.3911,7,1.1,8,12,2021,18,17,59
38.7266,30.9631,8.22,1.4,8,12,2021,18,0,6
39.4065,26.0738,14.96,1.8,8,12,2021,17,52,44
39.0066,32.8096,7.35,1.2,8,12,2021,17,51,27
36.2933,26.9568,84.98,2.4,8,12,2021,17,43,54
38.8326,31.3883,6.99,1.7,8,12,2021,17,34,54
37.5743,29.5091,7,1.2,8,12,2021,17,31,7
37.132,36.7991,11.07,2.4,8,12,2021,17,18,2
39.7346,30.1915,7,0.7,8,12,2021,17,11,52
38.8053,38.1568,7,1.8,8,12,2021,16,40,20
39.023,43.564,4.5,1.4,8,12,2021,16,27,22
38.9121,43.5095,7.26,1.3,8,12,2021,16,20,54
36.8378,27.257,7,1.4,8,12,2021,16,8,33
39.0133,26.1023,7,2,8,12,2021,15,22,29
40.7691,41.471,7,1.4,8,12,2021,15,13,40
40.3861,33.6231,7,1.2,8,12,2021,15,8,34
38.9175,43.4848,6.96,1.5,8,12,2021,15,5,20
38.1161,25.4796,7.05,1.9,8,12,2021,14,55,29
39.547,28.0238,7,1.3,8,12,2021,14,21,49
39.6561,30.0668,7,1,8,12,2021,13,14,9
38.6986,34.6951,7,1.5,8,12,2021,13,12,16
38.7563,38.1868,7,1.5,8,12,2021,13,1,9
38.0853,32.6996,7,1.1,8,12,2021,12,36,12
40.0116,28.8545,19.83,1.2,8,12,2021,12,14,35
38.2665,38.8533,7,1,8,12,2021,12,8,45
39.7755,30.1778,7,1.2,8,12,2021,12,0,12
37.7766,26.9318,7.41,1.7,8,12,2021,11,53,31
36.6161,42.6015,13.6,3,8,12,2021,11,50,59
39.8485,33.0743,7,1.9,8,12,2021,11,44,15
36.8988,27.4771,7,1.1,8,12,2021,11,18,46
36.499,27.1398,7,2.1,8,12,2021,10,49,52
38.614,30.358,14.4,1.3,8,12,2021,10,33,47
40.7078,27.4988,8.03,1.7,8,12,2021,10,23,19
37.8836,29.0398,6.57,1.8,8,12,2021,10,14,2
37.879,29.244,4.8,2,8,12,2021,9,6,56
40.1436,31.8006,13.49,2.2,8,12,2021,8,18,3
37.5556,29.5086,7,1.9,8,12,2021,7,56,35
37.8578,29.2671,7,1.5,8,12,2021,7,32,18
38.7738,38.2028,7,1.5,8,12,2021,6,49,53
38.5636,25.6116,7.07,1.9,8,12,2021,6,42,59
38.7651,38.1511,7,2.1,8,12,2021,6,25,20
41.1991,43.7715,7.01,1.5,8,12,2021,6,14,12
36.4235,27.184,29.97,2.3,8,12,2021,4,22,6
37.6903,26.1361,7.02,1.9,8,12,2021,3,55,32
40.3536,25.7715,19.87,1.9,8,12,2021,3,6,50
37.8641,26.8835,7,1.6,8,12,2021,1,40,0
38.739,42.183,7,1.4,8,12,2021,0,30,24
39.8008,41.8316,7.01,1.8,8,12,2021,0,29,27
34.9745,25.2721,6.1,3.4,7,12,2021,23,32,17
38.9033,43.5128,7.02,2.2,7,12,2021,23,7,46
37.6625,26.0908,19.46,2.7,7,12,2021,19,57,27
38.8216,25.666,7.18,2,7,12,2021,19,48,59
38.8815,27.1901,7,1.5,7,12,2021,19,29,4
41.1521,43.8271,6.58,2.6,7,12,2021,19,2,58
41.158,43.8025,7.08,1.5,7,12,2021,18,57,32
39.3711,39.1888,7.01,1.7,7,12,2021,18,47,53
39.5133,38.115,6.99,2,7,12,2021,18,34,36
38.8888,43.492,7.09,1.9,7,12,2021,18,18,16
41.1738,43.7978,7.08,2.3,7,12,2021,17,37,37
38.904,43.5035,7.32,1.7,7,12,2021,17,26,35
39.9526,33.2271,7,1.3,7,12,2021,17,16,23
38.9095,43.5106,7.05,1.8,7,12,2021,16,35,55
38.8695,43.4701,7.09,2.1,7,12,2021,16,26,58
37.656,26.009,8,2.3,7,12,2021,16,7,49
37.604,25.885,10.8,2.5,7,12,2021,15,39,32
40.2256,43.28,7,1.3,7,12,2021,14,17,27
37.903,29.2931,7,2.2,7,12,2021,14,3,58
39.811,33.014,7,1.3,7,12,2021,13,24,17
37.6818,25.9796,9.09,2.5,7,12,2021,12,27,49
38.9346,43.4403,5.2,1.8,7,12,2021,11,42,25
38.9015,40.0073,7,1.5,7,12,2021,9,21,21
37.6766,26.0256,7,2.3,7,12,2021,9,8,48
39.3771,37.3123,7,2.5,7,12,2021,8,51,54
37.6786,26.0246,6.87,2.8,7,12,2021,8,48,6
38.9535,43.5311,7.75,2.5,7,12,2021,8,28,6
38.9201,43.5031,6.83,1.6,7,12,2021,8,13,29
38.1156,27.4255,5.66,3.2,7,12,2021,7,27,9
39.1278,26.0125,6.66,1.9,7,12,2021,7,14,1
38.91,43.5813,15.38,2.7,7,12,2021,6,15,41
37.8311,27.171,7,1.8,7,12,2021,5,34,32
38.8655,43.5195,7,1.1,7,12,2021,5,17,48
38.9176,43.4775,11.96,2.7,7,12,2021,5,13,43
37.8016,27.1135,7,3.7,7,12,2021,5,8,7
36.9115,27.5955,7,1.8,7,12,2021,4,5,21
40.6626,29.3511,7,1.1,7,12,2021,3,47,45
38.8856,43.5268,7,1.8,7,12,2021,3,41,30
38.0368,38.1848,7,1.8,7,12,2021,3,6,40
37.5693,29.4915,7,1.5,7,12,2021,3,2,1
37.6253,35.638,6.93,1.5,7,12,2021,2,46,2
36.461,28.6906,7,2.3,7,12,2021,2,5,50
40.4331,32.1463,7,1.9,7,12,2021,2,0,58
40.5353,33.0223,6.77,1.5,7,12,2021,1,48,42
39.8661,40.7843,7,2.8,7,12,2021,0,56,43
38.873,29.1953,7,1.7,7,12,2021,0,53,13
36.5406,27.1905,6.71,2.2,6,12,2021,22,53,59
38.8983,43.5095,6.98,1.6,6,12,2021,21,31,40
37.2533,37.0196,7,1.4,6,12,2021,21,24,29
38.9091,43.4586,7.6,1.8,6,12,2021,20,57,20
38.8943,43.5201,7.05,1.9,6,12,2021,20,40,27
38.8913,43.489,7,2.6,6,12,2021,19,32,30
38.9081,43.471,7.48,1.9,6,12,2021,19,18,7
36.5686,27.1958,7.05,2.1,6,12,2021,19,14,43
40.7765,36.2176,7.03,1.8,6,12,2021,18,5,23
40.274,31.397,7,1.4,6,12,2021,17,12,1
36.5173,27.1373,7.03,2.5,6,12,2021,17,6,37
37.6,29.4881,7,1.3,6,12,2021,16,55,38
39.5318,33.095,3.29,1.1,6,12,2021,16,21,21
38.9371,43.4071,7,1.5,6,12,2021,16,8,49
39.693,28.4025,4.11,2.6,6,12,2021,15,51,36
38.9281,43.5425,16.16,2.9,6,12,2021,15,49,54
39.7371,40.7673,7,1.9,6,12,2021,15,38,14
38.4433,29.1068,7,1.1,6,12,2021,15,33,38
36.6236,42.4515,24.79,2.3,6,12,2021,15,23,21
38.4826,29.1343,7,1.3,6,12,2021,15,21,30
38.8925,43.5095,6.83,1.4,6,12,2021,15,20,9
38.0303,29.0421,6.31,1.2,6,12,2021,15,18,11
39.9658,33.5083,6.93,1.3,6,12,2021,15,4,22
38.8918,43.558,0,2.7,6,12,2021,14,48,16
39.3258,44.228,6.2,1.7,6,12,2021,14,33,49
37.6525,25.9865,7.04,2.3,6,12,2021,14,19,13
38.6213,28.362,7.01,2.1,6,12,2021,14,9,16
40.6898,34.0546,7,1.1,6,12,2021,13,53,37
39.8941,42.5745,4.36,1.8,6,12,2021,13,0,8
38.9003,43.817,6.51,2.3,6,12,2021,12,55,1
40.1766,33.959,7,1.3,6,12,2021,12,34,47
38.983,43.579,16.17,1.8,6,12,2021,12,27,2
37.3281,37.1198,7.42,1.7,6,12,2021,12,22,59
37.1546,37.0648,7,1.1,6,12,2021,12,9,55
38.9081,43.4908,6.46,1.6,6,12,2021,12,8,8
36.8531,34.6535,5.11,1.4,6,12,2021,12,7,57
38.9213,43.7631,16.27,1.8,6,12,2021,11,48,44
39.0881,25.8043,7.39,2.1,6,12,2021,11,39,11
39.5685,43.7216,7,1.3,6,12,2021,11,27,39
38.9245,43.5101,13.44,2.1,6,12,2021,11,18,10
37.6276,25.9991,7.2,2.1,6,12,2021,11,17,0
38.9146,43.4795,7.56,1.6,6,12,2021,10,52,30
41.3345,43.936,6.04,1.9,6,12,2021,10,5,51
38.8968,43.4626,7,1.2,6,12,2021,9,45,37
40.7636,42.6503,27.08,1.1,6,12,2021,9,42,51
38.9146,43.5836,17.3,1.3,6,12,2021,9,40,0
39.9048,39.165,7,1.4,6,12,2021,9,37,0
39.916,39.1381,6.99,1.5,6,12,2021,9,17,20
39.9103,39.1665,6.99,1.6,6,12,2021,9,15,50
38.908,43.5258,11.47,1.8,6,12,2021,9,3,10
38.8925,43.515,11.35,3.3,6,12,2021,8,44,23
38.6313,43.1748,7,2,6,12,2021,8,7,40
38.8955,43.494,1.05,2.7,6,12,2021,8,4,21
36.4825,28.7146,6.99,2,6,12,2021,6,40,34
40.6848,30.3525,7.01,2.3,6,12,2021,6,11,24
38.9123,43.6033,11.51,2.5,6,12,2021,5,32,12
38.9148,43.5158,11.35,2.4,6,12,2021,5,2,59
38.9013,43.5,9.64,1.8,6,12,2021,4,9,15
37.4921,42.3755,7.14,1.3,6,12,2021,3,20,11
38.9028,43.5103,10.66,2.9,6,12,2021,2,31,35
39.4403,28.2175,7,2.3,6,12,2021,1,39,40
38.893,43.5268,7.02,1.3,6,12,2021,1,26,25
38.8993,43.4796,7.09,1.8,6,12,2021,1,23,52
38.92,43.529,6.87,1.1,6,12,2021,1,17,24
37.7456,26.0943,6.31,2.5,6,12,2021,1,15,8
38.9018,43.4986,4.51,2.5,6,12,2021,1,13,22
38.9123,43.5058,5.51,1.5,6,12,2021,1,3,30
38.9026,43.4956,7.03,1.5,6,12,2021,0,58,51
38.901,43.4913,6.96,2.4,6,12,2021,0,50,47
38.9065,43.4855,7.62,4.9,6,12,2021,0,46,47
37.864,26.84,7,1.6,6,12,2021,0,35,11
39.1583,27.358,6.92,1.9,5,12,2021,21,31,17
37.5895,26.7996,7,1.8,5,12,2021,20,56,19
40.0428,28.8865,6,1.4,5,12,2021,20,10,28
40.0333,28.8705,6.46,2.1,5,12,2021,20,4,39
37.7111,26.064,2.49,2.4,5,12,2021,19,41,5
41.1398,43.6586,6.99,1.4,5,12,2021,19,36,54
38.4205,27.711,7,1.8,5,12,2021,19,9,49
38.9791,26.07,7.02,1.7,5,12,2021,18,56,10
37.9193,28.7136,7,1.6,5,12,2021,18,44,8
38.9351,25.9921,6.97,1.7,5,12,2021,18,34,45
37.7133,26.165,7.07,2.1,5,12,2021,17,27,40
37.6356,26.0836,13.67,1.5,5,12,2021,17,6,19
38.1428,42.498,7.13,2.1,5,12,2021,16,35,33
39.9051,39.1473,7,2,5,12,2021,16,30,15
39.9348,39.153,10.92,2.3,5,12,2021,15,48,52
39.9296,39.1293,7,3.2,5,12,2021,15,45,0
37.9143,33.0815,6.99,2.6,5,12,2021,14,31,44
36.4935,27.6808,20.1,2.2,5,12,2021,14,29,8
38.1688,34.1393,7,1.5,5,12,2021,14,23,12
37.1361,28.5098,7.03,1.8,5,12,2021,14,12,30
37.7021,26.042,7.11,2.3,5,12,2021,13,46,32
39.9281,39.1341,7.02,1.5,5,12,2021,13,36,11
39.9226,39.1365,6.85,3.5,5,12,2021,13,20,55
37.2896,31.8706,7.22,2,5,12,2021,12,25,0
37.8755,29.3831,8.55,2.3,5,12,2021,12,21,19
